
MNQ DEC25,1s,1,163,2025-09-25 09:22:43,24578.75,24578.75,24578.75,24578.75,2,0,0,0,0,0,,,,
MNQ DEC25,1s,1,164,2025-09-25 09:22:44,24578.5,24579.5,24578,24578,31,1.5,0.5,1,0,-1,,,,
MNQ DEC25,1s,1,165,2025-09-25 09:22:45,24578,24578.25,24577.5,24578.25,6,0.75,0.25,0,0.5,1,,,,
MNQ DEC25,1s,1,166,2025-09-25 09:22:46,24577.75,24578,24577.75,24578,6,0.25,0.25,0,0,1,,,,
MNQ DEC25,1s,1,167,2025-09-25 09:22:47,24578,24578,24576.25,24576.75,75,1.75,1.25,0,0.5,-1,,,,
MNQ DEC25,1s,1,168,2025-09-25 09:22:48,24577.25,24577.25,24576.5,24576.5,15,0.75,0.75,0,0,-1,,,,
MNQ DEC25,1s,1,169,2025-09-25 09:22:49,24576.25,24577,24576.25,24577,27,0.75,0.75,0,0,1,,,,
MNQ DEC25,1s,1,170,2025-09-25 09:22:50,24576.75,24577.25,24576.5,24577.25,27,0.75,0.5,0,0.25,1,,,,
MNQ DEC25,10s,10,5416,2025-09-25 09:22:50,24580.75,24580.75,24576.25,24577.25,219,4.5,3.5,0,1,-1,-125.9,19.95,5.41666667,0.75
MNQ DEC25,1s,1,171,2025-09-25 09:22:51,24577.5,24579,24577.5,24578.75,36,1.5,1.25,0.25,0,1,,,,
MNQ DEC25,1s,1,172,2025-09-25 09:22:52,24578.25,24578.75,24578,24578.75,7,0.75,0.5,0,0.25,1,,,,
MNQ DEC25,1s,1,173,2025-09-25 09:22:53,24578.25,24578.5,24577.75,24578.25,15,0.75,0,0.25,0.5,0,,,,
MNQ DEC25,1s,1,174,2025-09-25 09:22:54,24578.25,24578.25,24578,24578,11,0.25,0.25,0,0,-1,,,,
MNQ DEC25,1s,1,175,2025-09-25 09:22:55,24577.75,24578.25,24577.75,24578.25,2,0.5,0.5,0,0,1,,,,
MNQ DEC25,1s,1,176,2025-09-25 09:22:56,24577.75,24578,24577.5,24578,3,0.5,0.25,0,0.25,1,,,,
MNQ DEC25,1s,1,177,2025-09-25 09:22:57,24579,24579,24579,24579,1,0,0,0,0,0,,,,
MNQ DEC25,1s,1,178,2025-09-25 09:22:58,24578.75,24578.75,24578.5,24578.5,2,0.25,0.25,0,0,-1,,,,
MNQ DEC25,1s,1,179,2025-09-25 09:22:59,24579,24579,24578.5,24578.5,12,0.5,0.5,0,0,-1,,,,
MNQ DEC25,1s,1,180,2025-09-25 09:23:00,24579.25,24579.5,24579.25,24579.5,9,0.25,0.25,0,0,1,,,,
MNQ DEC25,10s,10,5417,2025-09-25 09:23:00,24577.5,24579.5,24577.5,24579.5,98,2,2,0,0,1,-122.5,3.4,15.1,2.38
MNQ DEC25,20s,20,5708,2025-09-25 09:23:00,24580.75,24580.75,24576.25,24579.5,317,4.5,1.25,0,3.25,-1,-195.3,-95.8,-90.8,-75.99
MNQ DEC25,1s,1,181,2025-09-25 09:23:01,24579.5,24580,24579.5,24579.5,24,0.5,0,0.5,0,0,,,,
MNQ DEC25,1s,1,182,2025-09-25 09:23:02,24579.25,24579.25,24579,24579,2,0.25,0.25,0,0,-1,,,,
MNQ DEC25,1s,1,183,2025-09-25 09:23:03,24579,24580.75,24579,24580.75,11,1.75,1.75,0,0,1,,,,
MNQ DEC25,1s,1,184,2025-09-25 09:23:04,24580.75,24581.5,24580.25,24580.25,22,1.25,0.5,0.75,0,-1,,,,
MNQ DEC25,1s,1,185,2025-09-25 09:23:05,24580.75,24581,24580.75,24580.75,3,0.25,0,0.25,0,0,,,,
MNQ DEC25,1s,1,186,2025-09-25 09:23:06,24581,24581.5,24580.5,24580.5,13,1,0.5,0.5,0,-1,,,,
MNQ DEC25,1s,1,187,2025-09-25 09:23:07,24581,24581,24580.25,24580.25,3,0.75,0.75,0,0,-1,,,,
MNQ DEC25,1s,1,188,2025-09-25 09:23:08,24580.75,24581.75,24580.75,24581.75,7,1,1,0,0,1,,,,
MNQ DEC25,1s,1,189,2025-09-25 09:23:09,24581.75,24581.75,24581.5,24581.5,3,0.25,0.25,0,0,-1,,,,
MNQ DEC25,1s,1,190,2025-09-25 09:23:10,24582,24582.75,24582,24582.25,14,0.75,0.25,0.5,0,1,,,,
MNQ DEC25,10s,10,5418,2025-09-25 09:23:10,24579.5,24582.75,24579,24582.25,102,3.75,2.75,0.5,0.5,1,-130.75,-8.25,5.03333333,2.28
MNQ DEC25,1s,1,191,2025-09-25 09:23:11,24582.25,24582.5,24582,24582,20,0.5,0.25,0.25,0,-1,,,,
MNQ DEC25,1s,1,192,2025-09-25 09:23:12,24582,24582,24581,24581,14,1,1,0,0,-1,,,,
MNQ DEC25,1s,1,193,2025-09-25 09:23:13,24581,24581,24580.75,24580.75,2,0.25,0.25,0,0,-1,,,,
MNQ DEC25,1s,1,194,2025-09-25 09:23:14,24580.75,24580.75,24580.75,24580.75,1,0,0,0,0,0,,,,
MNQ DEC25,1s,1,195,2025-09-25 09:23:15,24580.5,24580.5,24580.5,24580.5,8,0,0,0,0,0,,,,
MNQ DEC25,1s,1,196,2025-09-25 09:23:16,24580.75,24581,24580.75,24581,8,0.25,0.25,0,0,1,,,,
MNQ DEC25,1s,1,197,2025-09-25 09:23:17,24580.75,24581,24580.5,24580.5,6,0.5,0.25,0.25,0,-1,,,,
MNQ DEC25,1s,1,198,2025-09-25 09:23:18,24581,24581.5,24581,24581.25,6,0.5,0.25,0.25,0,1,,,,
MNQ DEC25,1s,1,199,2025-09-25 09:23:19,24581.75,24582,24581.25,24582,4,0.75,0.25,0,0.5,1,,,,
MNQ DEC25,1s,1,200,2025-09-25 09:23:20,24582.25,24583,24582,24582.75,15,1,0.5,0.25,0.25,1,,,,
MNQ DEC25,10s,10,5419,2025-09-25 09:23:20,24582.25,24583,24580.5,24582.75,84,2.5,0.5,0.25,1.75,1,-129.25,1.5,-1.11666667,7.71
MNQ DEC25,20s,20,5709,2025-09-25 09:23:20,24579.5,24583,24579,24582.75,186,4,3.25,0.25,0.5,1,-284.45,-89.15,-84.85,-85
MNQ DEC25,1s,1,201,2025-09-25 09:23:21,24582.5,24582.75,24582.25,24582.75,24,0.5,0.25,0,0.25,1,,,,
MNQ DEC25,1s,1,202,2025-09-25 09:23:22,24583,24583.25,24583,24583.25,9,0.25,0.25,0,0,1,,,,
MNQ DEC25,1s,1,203,2025-09-25 09:23:23,24583.25,24583.5,24583.25,24583.5,5,0.25,0.25,0,0,1,,,,
MNQ DEC25,1s,1,204,2025-09-25 09:23:24,24583.5,24583.75,24583.25,24583.5,16,0.5,0,0.25,0.25,0,,,,
MNQ DEC25,1s,1,205,2025-09-25 09:23:25,24583.25,24584,24583.25,24584,12,0.75,0.75,0,0,1,,,,
MNQ DEC25,1s,1,206,2025-09-25 09:23:26,24584,24585,24583.75,24584.25,41,1.25,0.25,0.75,0.25,1,,,,
MNQ DEC25,1s,1,207,2025-09-25 09:23:27,24584,24584,24583.75,24584,6,0.25,0,0,0.25,0,,,,
MNQ DEC25,1s,1,208,2025-09-25 09:23:28,24584,24584,24582.5,24582.75,19,1.5,1.25,0,0.25,-1,,,,
MNQ DEC25,1s,1,209,2025-09-25 09:23:29,24582.25,24582.25,24580.25,24580.75,25,2,1.5,0,0.5,-1,,,,
MNQ DEC25,1s,1,210,2025-09-25 09:23:30,24581,24581,24580.5,24580.5,10,0.5,0.5,0,0,-1,,,,
MNQ DEC25,10s,10,5420,2025-09-25 09:23:30,24582.5,24585,24580.25,24580.5,167,4.75,2,2.5,0.25,-1,-99.05,30.2,7.81666667,9.36
MNQ DEC25,1s,1,211,2025-09-25 09:23:31,24580.75,24581.25,24580.25,24580.25,23,1,0.5,0.5,0,-1,,,,
MNQ DEC25,1s,1,212,2025-09-25 09:23:32,24580.5,24580.5,24580.5,24580.5,3,0,0,0,0,0,,,,
MNQ DEC25,1s,1,213,2025-09-25 09:23:33,24580.5,24580.75,24580.25,24580.5,4,0.5,0,0.25,0.25,0,,,,
MNQ DEC25,1s,1,214,2025-09-25 09:23:34,24580.5,24580.5,24580.25,24580.5,5,0.25,0,0,0.25,0,,,,
MNQ DEC25,1s,1,215,2025-09-25 09:23:35,24580.5,24581.25,24580,24580.5,19,1.25,0,0.75,0.5,0,,,,
MNQ DEC25,1s,1,216,2025-09-25 09:23:36,24580.5,24581,24580,24581,24,1,0.5,0,0.5,1,,,,
MNQ DEC25,1s,1,217,2025-09-25 09:23:37,24580.75,24580.75,24580.75,24580.75,4,0,0,0,0,0,,,,
MNQ DEC25,1s,1,218,2025-09-25 09:23:38,24580.75,24582,24580.75,24581.75,16,1.25,1,0.25,0,1,,,,
MNQ DEC25,1s,1,219,2025-09-25 09:23:39,24582,24582.5,24581.75,24582,7,0.75,0,0.5,0.25,0,,,,
MNQ DEC25,1s,1,220,2025-09-25 09:23:40,24582,24582.25,24582,24582.25,7,0.25,0.25,0,0,1,,,,
MNQ DEC25,10s,10,5421,2025-09-25 09:23:40,24580.75,24582.5,24580,24582.25,112,2.5,1.5,0.25,0.75,1,-114.55,-15.5,5.4,2.27
MNQ DEC25,20s,20,5710,2025-09-25 09:23:40,24582.5,24585,24580,24582.25,279,5,0.25,2.5,2.25,-1,-279.15,5.3,-59.88333333,-71.25
MNQ DEC25,1s,1,221,2025-09-25 09:23:41,24582,24582.25,24582,24582.25,6,0.25,0.25,0,0,1,,,,
MNQ DEC25,1s,1,222,2025-09-25 09:23:42,24582.25,24583.25,24582.25,24582.75,31,1,0.5,0.5,0,1,,,,
