Instrument,Series,SeriesSeconds,BarIndex,Time,Open,High,Low,Close,Volume,Range,Body,UpperWick,LowerWick,Direction,VO,VO_Change,VO_Slope3,VO_Slope5
MNQ MAR26,1s,1,0,2025-12-19 09:20:01,25373,25374.25,25373,25373.75,78,1.25,0.75,0.5,0,1,,,,
MNQ MAR26,1s,1,1,2025-12-19 09:20:02,25373.75,25374,25373,25373.25,34,1,0.5,0.25,0.25,-1,,,,
MNQ MAR26,1s,1,2,2025-12-19 09:20:03,25373,25373.5,25372.5,25373,46,1,0,0.5,0.5,0,,,,
MNQ MAR26,1s,1,3,2025-12-19 09:20:04,25373.25,25374.25,25372.75,25374.25,24,1.5,1,0,0.5,1,,,,
MNQ MAR26,1s,1,4,2025-12-19 09:20:05,25374.25,25374.5,25373.25,25373.25,57,1.25,1,0.25,0,-1,,,,
MNQ MAR26,1s,1,5,2025-12-19 09:20:06,25373.25,25373.25,25369.5,25369.5,70,3.75,3.75,0,0,-1,,,,
MNQ MAR26,1s,1,6,2025-12-19 09:20:07,25369,25369.75,25368.5,25368.75,49,1.25,0.25,0.75,0.25,-1,,,,
MNQ MAR26,1s,1,7,2025-12-19 09:20:08,25368.5,25369.25,25368,25368.5,40,1.25,0,0.75,0.5,0,,,,
MNQ MAR26,1s,1,8,2025-12-19 09:20:09,25368.75,25369,25365.75,25366.5,79,3.25,2.25,0.25,0.75,-1,,,,
MNQ MAR26,1s,1,9,2025-12-19 09:20:10,25366.75,25367.25,25366,25366,24,1.25,0.75,0.5,0,-1,,,,
MNQ MAR26,10s,10,5400,2025-12-19 09:20:10,25373,25374.5,25365.75,25366,501,8.75,7,1.5,0.25,-1,-77.85,42.2,-22.25,-55.65
MNQ MAR26,1s,1,10,2025-12-19 09:20:11,25366,25366.25,25365.5,25365.75,51,0.75,0.25,0.25,0.25,-1,,,,
MNQ MAR26,1s,1,11,2025-12-19 09:20:12,25365.75,25366.75,25365.25,25365.5,94,1.5,0.25,1,0.25,-1,,,,
MNQ MAR26,1s,1,12,2025-12-19 09:20:13,25365.5,25366,25365.25,25366,30,0.75,0.5,0,0.25,1,,,,
MNQ MAR26,1s,1,13,2025-12-19 09:20:14,25366.25,25366.5,25365.75,25366.5,24,0.75,0.25,0,0.5,1,,,,
MNQ MAR26,1s,1,14,2025-12-19 09:20:15,25366.25,25366.5,25365.25,25365.5,15,1.25,0.75,0.25,0.25,-1,,,,
MNQ MAR26,1s,1,15,2025-12-19 09:20:16,25365.5,25365.75,25364,25364.75,62,1.75,0.75,0.25,0.75,-1,,,,
MNQ MAR26,1s,1,16,2025-12-19 09:20:17,25364.75,25365.75,25364.25,25364.25,30,1.5,0.5,1,0,-1,,,,
MNQ MAR26,1s,1,17,2025-12-19 09:20:18,25364.25,25365.5,25363.5,25365,60,2,0.75,0.5,0.75,1,,,,
MNQ MAR26,1s,1,18,2025-12-19 09:20:19,25364.75,25365.25,25364,25364,36,1.25,0.75,0.5,0,-1,,,,
MNQ MAR26,1s,1,19,2025-12-19 09:20:20,25365,25365,25364.5,25364.5,8,0.5,0.5,0,0,-1,,,,
MNQ MAR26,10s,10,5401,2025-12-19 09:20:20,25366,25366.75,25363.5,25364.5,410,3.25,1.5,0.75,1,-1,-36,41.85,28.35,-39.95
MNQ MAR26,20s,20,5700,2025-12-19 09:20:20,25373,25374.5,25363.5,25364.5,911,11,8.5,1.5,1,-1,244.65,18.5,1.93333333,28.45
