Instrument,Series,SeriesSeconds,BarIndex,Time,Open,High,Low,Close,Volume,Range,Body,UpperWick,LowerWick,Direction,VO,VO_Change,VO_Slope3,VO_Slope5
MNQ JUN26,1s,1,0,2026-04-17 09:22:57,26750,26750.75,26748.25,26748.25,35,2.5,1.75,0.75,0,-1,,,,
MNQ JUN26,1s,1,1,2026-04-17 09:22:58,26748.5,26750,26748.5,26749.75,46,1.5,1.25,0.25,0,1,,,,
MNQ JUN26,1s,1,2,2026-04-17 09:22:59,26749.75,26749.75,26748,26748,27,1.75,1.75,0,0,-1,,,,
MNQ JUN26,1s,1,3,2026-04-17 09:23:00,26747.75,26749.25,26747.25,26748.5,96,2,0.75,0.75,0.5,1,,,,
MNQ JUN26,10s,10,5639,2026-04-17 09:23:00,26750.5,26751.75,26747.25,26748.5,359,4.5,2,1.25,1.25,-1,-153,-24.6,-50.25,-62.77
MNQ JUN26,20s,20,5699,2026-04-17 09:23:00,26751.5,26751.75,26747.25,26748.5,781,4.5,3,0.25,1.25,-1,46.15,27.65,-38.56666667,19.87
MNQ JUN26,1s,1,4,2026-04-17 09:23:01,26748.5,26749,26747.25,26747.75,51,1.75,0.75,0.5,0.5,-1,,,,
MNQ JUN26,1s,1,5,2026-04-17 09:23:02,26747.5,26750.5,26747.5,26750,30,3,2.5,0.5,0,1,,,,
MNQ JUN26,1s,1,6,2026-04-17 09:23:03,26750.5,26751.25,26750.5,26751.25,14,0.75,0.75,0,0,1,,,,
MNQ JUN26,1s,1,7,2026-04-17 09:23:04,26751.25,26753.75,26751.25,26753.75,37,2.5,2.5,0,0,1,,,,
MNQ JUN26,1s,1,8,2026-04-17 09:23:05,26753.75,26755.75,26753.25,26753.25,88,2.5,0.5,2,0,-1,,,,
MNQ JUN26,1s,1,9,2026-04-17 09:23:06,26753,26753.5,26752.75,26753.5,21,0.75,0.5,0,0.25,1,,,,
MNQ JUN26,1s,1,10,2026-04-17 09:23:07,26753,26753.75,26753,26753.75,11,0.75,0.75,0,0,1,,,,
MNQ JUN26,1s,1,11,2026-04-17 09:23:08,26753.25,26755.5,26752.75,26755.25,30,2.75,2,0.25,0.5,1,,,,
MNQ JUN26,1s,1,12,2026-04-17 09:23:09,26754.75,26755.75,26753.75,26755.75,41,2,1,0,1,1,,,,
MNQ JUN26,1s,1,13,2026-04-17 09:23:10,26755,26755,26753.75,26753.75,19,1.25,1.25,0,0,-1,,,,
MNQ JUN26,10s,10,5640,2026-04-17 09:23:10,26748.5,26755.75,26747.25,26753.75,342,8.5,5.25,2,1.25,1,-139.35,13.65,-21.23333333,-58.09
MNQ JUN26,1s,1,14,2026-04-17 09:23:11,26753.25,26754,26753,26753.75,15,1,0.5,0.25,0.25,1,,,,
MNQ JUN26,1s,1,15,2026-04-17 09:23:12,26753.5,26754.25,26753,26753.75,18,1.25,0.25,0.5,0.5,1,,,,
MNQ JUN26,1s,1,16,2026-04-17 09:23:13,26753.5,26754.5,26753.5,26753.5,14,1,0,1,0,0,,,,
MNQ JUN26,1s,1,17,2026-04-17 09:23:14,26753.25,26753.25,26751,26751.5,80,2.25,1.75,0,0.5,-1,,,,
MNQ JUN26,1s,1,18,2026-04-17 09:23:15,26751.5,26752.25,26751,26752.25,11,1.25,0.75,0,0.5,1,,,,
MNQ JUN26,1s,1,19,2026-04-17 09:23:16,26752.25,26752.5,26751.75,26752.25,17,0.75,0,0.25,0.5,0,,,,
MNQ JUN26,1s,1,20,2026-04-17 09:23:17,26751.75,26751.75,26751.5,26751.5,4,0.25,0.25,0,0,-1,,,,
MNQ JUN26,1s,1,21,2026-04-17 09:23:18,26752.5,26752.75,26752.25,26752.25,17,0.5,0.25,0.25,0,-1,,,,
MNQ JUN26,1s,1,22,2026-04-17 09:23:19,26752.5,26752.75,26750.75,26750.75,32,2,1.75,0.25,0,-1,,,,
MNQ JUN26,1s,1,23,2026-04-17 09:23:20,26750,26750.5,26749.5,26750,21,1,0,0.5,0.5,0,,,,
MNQ JUN26,10s,10,5641,2026-04-17 09:23:20,26753.25,26754.5,26749.5,26750,229,5,3.25,1.25,0.5,-1,-161.8,-22.45,-11.13333333,-31.91
MNQ JUN26,20s,20,5700,2026-04-17 09:23:20,26748.5,26755.75,26747.25,26750,571,8.5,1.5,5.75,1.25,1,-108.55,-154.7,-89.21666667,-42.38
MNQ JUN26,1s,1,24,2026-04-17 09:23:21,26749.5,26750,26749,26749,36,1,0.5,0.5,0,-1,,,,
MNQ JUN26,1s,1,25,2026-04-17 09:23:22,26749.75,26750,26748.75,26749.5,20,1.25,0.25,0.25,0.75,-1,,,,
MNQ JUN26,1s,1,26,2026-04-17 09:23:23,26749.5,26749.5,26748.5,26748.5,12,1,1,0,0,-1,,,,
MNQ JUN26,1s,1,27,2026-04-17 09:23:24,26749,26749,26746.5,26746.5,39,2.5,2.5,0,0,-1,,,,
MNQ JUN26,1s,1,28,2026-04-17 09:23:25,26746.75,26748.25,26746,26746.5,68,2.25,0.25,1.5,0.5,-1,,,,
MNQ JUN26,1s,1,29,2026-04-17 09:23:26,26747,26747.25,26745.5,26746.25,34,1.75,0.75,0.25,0.75,-1,,,,
MNQ JUN26,1s,1,30,2026-04-17 09:23:27,26745.75,26748,26745.5,26747.25,36,2.5,1.5,0.75,0.25,1,,,,
MNQ JUN26,1s,1,31,2026-04-17 09:23:28,26748,26748.25,26747.25,26747.75,15,1,0.25,0.25,0.5,-1,,,,
MNQ JUN26,1s,1,32,2026-04-17 09:23:29,26748.25,26749.75,26748.25,26749.25,40,1.5,1,0.5,0,1,,,,
MNQ JUN26,1s,1,33,2026-04-17 09:23:30,26748.75,26748.75,26747.75,26748,25,1,0.75,0,0.25,-1,,,,
MNQ JUN26,10s,10,5642,2026-04-17 09:23:30,26749.5,26750,26745.5,26748,325,4.5,1.5,0.5,2.5,-1,-120.9,40.9,10.7,-9.05
MNQ JUN26,1s,1,34,2026-04-17 09:23:31,26748,26748.75,26747.75,26747.75,63,1,0.25,0.75,0,-1,,,,
MNQ JUN26,1s,1,35,2026-04-17 09:23:32,26747.75,26748,26747.25,26747.25,20,0.75,0.5,0.25,0,-1,,,,
MNQ JUN26,1s,1,36,2026-04-17 09:23:33,26747,26747,26743.5,26745.5,195,3.5,1.5,0,2,-1,,,,
MNQ JUN26,1s,1,37,2026-04-17 09:23:34,26745,26745.5,26744.25,26744.25,52,1.25,0.75,0.5,0,-1,,,,
MNQ JUN26,1s,1,38,2026-04-17 09:23:35,26744.75,26744.75,26742.5,26743.25,63,2.25,1.5,0,0.75,-1,,,,
MNQ JUN26,1s,1,39,2026-04-17 09:23:36,26743.25,26744,26742.5,26743.25,57,1.5,0,0.75,0.75,0,,,,
MNQ JUN26,1s,1,40,2026-04-17 09:23:37,26743,26743,26741.75,26743,121,1.25,0,0,1.25,0,,,,
MNQ JUN26,1s,1,41,2026-04-17 09:23:38,26742.75,26743.25,26742,26743,27,1.25,0.25,0.25,0.75,1,,,,
MNQ JUN26,1s,1,42,2026-04-17 09:23:39,26742.5,26743.75,26742.5,26742.5,85,1.25,0,1.25,0,0,,,,
MNQ JUN26,1s,1,43,2026-04-17 09:23:40,26742.5,26744,26742.5,26744,20,1.5,1.5,0,0,1,,,,
MNQ JUN26,10s,10,5643,2026-04-17 09:23:40,26748,26748.75,26741.75,26744,703,7,4,0.75,2.25,-1,-80.15,40.75,19.73333333,9.65
MNQ JUN26,20s,20,5701,2026-04-17 09:23:40,26749.5,26750,26741.75,26744,1028,8.25,5.5,0.5,2.25,-1,-164.8,-56.25,-61.1,-65.33
MNQ JUN26,1s,1,44,2026-04-17 09:23:41,26744,26744.5,26743,26743.5,38,1.5,0.5,0.5,0.5,-1,,,,
MNQ JUN26,1s,1,45,2026-04-17 09:23:42,26744,26744.5,26743.5,26744,20,1,0,0.5,0.5,0,,,,
MNQ JUN26,1s,1,46,2026-04-17 09:23:43,26743.5,26743.75,26743,26743.25,13,0.75,0.25,0.25,0.25,-1,,,,
MNQ JUN26,1s,1,47,2026-04-17 09:23:44,26742.75,26744,26742,26744,49,2,1.25,0,0.75,1,,,,
MNQ JUN26,1s,1,48,2026-04-17 09:23:45,26742.75,26743.25,26742,26742,23,1.25,0.75,0.5,0,-1,,,,
MNQ JUN26,1s,1,49,2026-04-17 09:23:46,26742.5,26743,26741,26741,82,2,1.5,0.5,0,-1,,,,
MNQ JUN26,1s,1,50,2026-04-17 09:23:47,26741,26741.75,26740.5,26741.5,41,1.25,0.5,0.25,0.5,1,,,,
MNQ JUN26,1s,1,51,2026-04-17 09:23:48,26741,26742,26741,26742,31,1,1,0,0,1,,,,
