Instrument,Series,SeriesSeconds,BarIndex,Time,Open,High,Low,Close,Volume,Range,Body,UpperWick,LowerWick,Direction,VO,VO_Change,VO_Slope3,VO_Slope5
MNQ SEP25,1s,1,0,2025-08-08 09:18:02,23528,23529,23528,23528.75,20,1,0.75,0.25,0,1,,,,
MNQ SEP25,1s,1,1,2025-08-08 09:18:04,23528.5,23528.75,23528.5,23528.75,7,0.25,0.25,0,0,1,,,,
MNQ SEP25,1s,1,2,2025-08-08 09:18:05,23528.5,23528.5,23528.5,23528.5,1,0,0,0,0,0,,,,
MNQ SEP25,1s,1,3,2025-08-08 09:18:06,23528.75,23528.75,23528.75,23528.75,1,0,0,0,0,0,,,,
MNQ SEP25,1s,1,4,2025-08-08 09:18:07,23528.75,23528.75,23528.75,23528.75,2,0,0,0,0,0,,,,
MNQ SEP25,1s,1,5,2025-08-08 09:18:09,23528,23528.75,23528,23528.75,8,0.75,0.75,0,0,1,,,,
MNQ SEP25,1s,1,6,2025-08-08 09:18:10,23528.25,23528.5,23528.25,23528.5,6,0.25,0.25,0,0,1,,,,
MNQ SEP25,10s,10,5388,2025-08-08 09:18:10,23528.25,23529,23528,23528.5,55,1,0.25,0.5,0.25,1,-16.5,4,0.45,-0.48
MNQ SEP25,1s,1,7,2025-08-08 09:18:11,23528.5,23528.75,23528.5,23528.75,4,0.25,0.25,0,0,1,,,,
MNQ SEP25,1s,1,8,2025-08-08 09:18:13,23528.25,23528.25,23528.25,23528.25,2,0,0,0,0,0,,,,
MNQ SEP25,1s,1,9,2025-08-08 09:18:14,23528,23528.25,23528,23528,9,0.25,0,0.25,0,0,,,,
MNQ SEP25,1s,1,10,2025-08-08 09:18:16,23527.5,23527.75,23527.5,23527.75,3,0.25,0.25,0,0,1,,,,
MNQ SEP25,1s,1,11,2025-08-08 09:18:17,23527.5,23528,23527.25,23527.25,7,0.75,0.25,0.5,0,-1,,,,
MNQ SEP25,1s,1,12,2025-08-08 09:18:19,23527.5,23527.5,23527.5,23527.5,3,0,0,0,0,0,,,,
MNQ SEP25,1s,1,13,2025-08-08 09:18:20,23527.5,23528,23527.5,23527.75,7,0.5,0.25,0.25,0,1,,,,
MNQ SEP25,10s,10,5389,2025-08-08 09:18:20,23528.5,23528.75,23527.25,23527.75,35,1.5,0.75,0.25,0.5,-1,-15.25,1.25,1.36666667,0.72
MNQ SEP25,20s,20,5694,2025-08-08 09:18:20,23528.25,23529,23527.25,23527.75,90,1.75,0.5,0.75,0.5,-1,-100.8,0.1,-5.7,-7.16
MNQ SEP25,1s,1,14,2025-08-08 09:18:21,23527.5,23528.5,23527.5,23528,24,1,0.5,0.5,0,1,,,,
MNQ SEP25,1s,1,15,2025-08-08 09:18:22,23527.75,23527.75,23527.75,23527.75,1,0,0,0,0,0,,,,
MNQ SEP25,1s,1,16,2025-08-08 09:18:24,23527.75,23527.75,23527.75,23527.75,10,0,0,0,0,0,,,,
MNQ SEP25,1s,1,17,2025-08-08 09:18:25,23527.75,23527.75,23527.75,23527.75,3,0,0,0,0,0,,,,
MNQ SEP25,1s,1,18,2025-08-08 09:18:26,23528,23528.75,23528,23528.5,15,0.75,0.5,0.25,0,1,,,,
MNQ SEP25,1s,1,19,2025-08-08 09:18:28,23529.25,23529.5,23529,23529,8,0.5,0.25,0.25,0,-1,,,,
MNQ SEP25,1s,1,20,2025-08-08 09:18:29,23529.25,23529.75,23529.25,23529.75,2,0.5,0.5,0,0,1,,,,
MNQ SEP25,1s,1,21,2025-08-08 09:18:30,23529.5,23529.5,23529.5,23529.5,1,0,0,0,0,0,,,,
MNQ SEP25,10s,10,5390,2025-08-08 09:18:30,23527.5,23529.75,23527.5,23529.5,64,2.25,2,0.25,0,1,-6.25,9,4.75,2.32
MNQ SEP25,1s,1,22,2025-08-08 09:18:31,23529.75,23530,23529.75,23529.75,11,0.25,0,0.25,0,0,,,,
MNQ SEP25,1s,1,23,2025-08-08 09:18:32,23531,23532,23531,23531.25,38,1,0.25,0.75,0,1,,,,
MNQ SEP25,1s,1,24,2025-08-08 09:18:33,23531.25,23532,23531,23531.5,22,1,0.25,0.5,0.25,1,,,,
MNQ SEP25,1s,1,25,2025-08-08 09:18:34,23531.25,23531.25,23530.75,23530.75,6,0.5,0.5,0,0,-1,,,,
MNQ SEP25,1s,1,26,2025-08-08 09:18:35,23531.25,23531.25,23531.25,23531.25,3,0,0,0,0,0,,,,
MNQ SEP25,1s,1,27,2025-08-08 09:18:36,23531.25,23531.25,23530.5,23531.25,18,0.75,0,0,0.75,0,,,,
MNQ SEP25,1s,1,28,2025-08-08 09:18:37,23531.75,23531.75,23531.75,23531.75,1,0,0,0,0,0,,,,
MNQ SEP25,1s,1,29,2025-08-08 09:18:38,23531.5,23531.75,23531.5,23531.75,10,0.25,0.25,0,0,1,,,,
MNQ SEP25,1s,1,30,2025-08-08 09:18:39,23531,23531,23531,23531,1,0,0,0,0,0,,,,
MNQ SEP25,10s,10,5391,2025-08-08 09:18:40,23529.75,23532,23529.75,23531,110,2.25,1.25,1,0,1,12.8,19.05,9.76666667,6.43
MNQ SEP25,20s,20,5695,2025-08-08 09:18:40,23527.5,23532,23527.5,23531,174,4.5,3.5,1,0,1,-81.9,18.9,5.95,0.05
MNQ SEP25,1s,1,31,2025-08-08 09:18:42,23531,23531,23531,23531,1,0,0,0,0,0,,,,
MNQ SEP25,1s,1,32,2025-08-08 09:18:43,23531.5,23531.5,23531.5,23531.5,6,0,0,0,0,0,,,,
MNQ SEP25,1s,1,33,2025-08-08 09:18:44,23531.25,23531.5,23531.25,23531.5,5,0.25,0.25,0,0,1,,,,
MNQ SEP25,1s,1,34,2025-08-08 09:18:45,23531.75,23532.25,23531.75,23532,7,0.5,0.25,0.25,0,1,,,,
MNQ SEP25,1s,1,35,2025-08-08 09:18:46,23532.5,23532.75,23532.25,23532.5,29,0.5,0,0.25,0.25,0,,,,
MNQ SEP25,1s,1,36,2025-08-08 09:18:47,23532.5,23532.75,23532.5,23532.5,12,0.25,0,0.25,0,0,,,,
MNQ SEP25,1s,1,37,2025-08-08 09:18:48,23532.5,23532.5,23532.25,23532.5,3,0.25,0,0,0.25,0,,,,
MNQ SEP25,1s,1,38,2025-08-08 09:18:49,23532,23532,23532,23532,3,0,0,0,0,0,,,,
MNQ SEP25,10s,10,5392,2025-08-08 09:18:50,23531,23532.75,23531,23532,66,1.75,1,0.75,0,1,20.55,7.75,11.93333333,8.21
MNQ SEP25,1s,1,39,2025-08-08 09:18:51,23532.25,23533.5,23532.25,23533.5,18,1.25,1.25,0,0,1,,,,
MNQ SEP25,1s,1,40,2025-08-08 09:18:52,23533.75,23534.5,23533.75,23534.5,30,0.75,0.75,0,0,1,,,,
MNQ SEP25,1s,1,41,2025-08-08 09:18:53,23534.5,23534.5,23533.75,23533.75,5,0.75,0.75,0,0,-1,,,,
MNQ SEP25,1s,1,42,2025-08-08 09:18:54,23534.25,23534.25,23533.5,23534,12,0.75,0.25,0,0.5,-1,,,,
MNQ SEP25,1s,1,43,2025-08-08 09:18:55,23534,23534,23533.5,23533.5,5,0.5,0.5,0,0,-1,,,,
MNQ SEP25,1s,1,44,2025-08-08 09:18:56,23533.75,23533.75,23533.25,23533.25,3,0.5,0.5,0,0,-1,,,,
MNQ SEP25,1s,1,45,2025-08-08 09:18:57,23533,23533.25,23532.75,23533.25,7,0.5,0.25,0,0.25,1,,,,
MNQ SEP25,1s,1,46,2025-08-08 09:18:58,23533.5,23533.5,23532.75,23532.75,4,0.75,0.75,0,0,-1,,,,
MNQ SEP25,1s,1,47,2025-08-08 09:19:00,23532.5,23532.5,23532.25,23532.25,7,0.25,0.25,0,0,-1,,,,
MNQ SEP25,10s,10,5393,2025-08-08 09:19:00,23532.25,23534.5,23532.25,23532.25,91,2.25,0,2.25,0,0,25,4.45,10.41666667,8.3
MNQ SEP25,20s,20,5696,2025-08-08 09:19:00,23531,23534.5,23531,23532.25,157,3.5,1.25,2.25,0,1,-63.9,18,12.33333333,3.96
MNQ SEP25,1s,1,48,2025-08-08 09:19:01,23532.5,23532.75,23532.5,23532.75,6,0.25,0.25,0,0,1,,,,
MNQ SEP25,1s,1,49,2025-08-08 09:19:02,23532.75,23532.75,23532.75,23532.75,2,0,0,0,0,0,,,,
MNQ SEP25,1s,1,50,2025-08-08 09:19:03,23532.75,23532.75,23532.75,23532.75,2,0,0,0,0,0,,,,
MNQ SEP25,1s,1,51,2025-08-08 09:19:04,23532.75,23532.75,23532.25,23532.25,5,0.5,0.5,0,0,-1,,,,
MNQ SEP25,1s,1,52,2025-08-08 09:19:05,23532.25,23532.25,23532,23532,8,0.25,0.25,0,0,-1,,,,
MNQ SEP25,1s,1,53,2025-08-08 09:19:06,23532,23532,23532,23532,1,0,0,0,0,0,,,,
MNQ SEP25,1s,1,54,2025-08-08 09:19:07,23532,23532,23532,23532,1,0,0,0,0,0,,,,
MNQ SEP25,1s,1,55,2025-08-08 09:19:08,23532.25,23532.25,23532,23532,3,0.25,0.25,0,0,-1,,,,
MNQ SEP25,1s,1,56,2025-08-08 09:19:10,23532.25,23532.25,23532.25,23532.25,2,0,0,0,0,0,,,,
MNQ SEP25,10s,10,5394,2025-08-08 09:19:10,23532.5,23532.75,23532,23532.25,30,0.75,0.25,0.25,0.25,-1,26.75,1.75,4.65,8.4
MNQ SEP25,1s,1,57,2025-08-08 09:19:12,23532.25,23532.25,23532.25,23532.25,1,0,0,0,0,0,,,,
MNQ SEP25,1s,1,58,2025-08-08 09:19:13,23532.75,23533,23532.75,23533,7,0.25,0.25,0,0,1,,,,
MNQ SEP25,1s,1,59,2025-08-08 09:19:14,23532.75,23532.75,23532.5,23532.75,7,0.25,0,0,0.25,0,,,,
MNQ SEP25,1s,1,60,2025-08-08 09:19:15,23532.75,23533,23532.25,23532.25,7,0.75,0.5,0.25,0,-1,,,,
MNQ SEP25,1s,1,61,2025-08-08 09:19:16,23532,23532,23531,23531,24,1,1,0,0,-1,,,,
MNQ SEP25,1s,1,62,2025-08-08 09:19:17,23531,23531,23530.75,23531,4,0.25,0,0,0.25,0,,,,
