Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,TIF,Account display name,ID,Time,Cancel,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29614,0,Entry,Reverse - 1,,GTC,Sim101,bf337424939348d7aaaa5e2a9057afdf,2026-08-06 오전 10:16:39,,
MNQ SEP26,Sell,Limit,1,29629.00,0,Filled,1,29629,0,Target1,Reverse - 1,176ae776e26f4821b8b9413777361156,GTC,Sim101,d38d3d03c1fb49eab43c71b93afc6e1e,2026-08-06 오전 10:17:09,,
MNQ SEP26,Sell,Stop Market,1,0,29594.00,Cancelled,0,0,1,Stop1,Reverse - 1,176ae776e26f4821b8b9413777361156,GTC,Sim101,ba4067c8164c4d3b8057c69afb2af30f,2026-08-06 오전 10:17:10,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29635.5,0,Entry,Reverse - 1,,GTC,MFFUEVBLDR200521023,611823880004,2026-08-06 오전 10:19:46,,
MNQ SEP26,Sell,Stop Market,1,0,29615.50,Cancelled,0,0,1,Stop1,Reverse - 1,64d5d99aec7d4e9aa3cf5b51d164701f,GTC,MFFUEVBLDR200521023,611823880014,2026-08-06 오전 10:19:56,,
MNQ SEP26,Sell,Limit,1,29650.50,0,Filled,1,29650.5,0,Target1,Reverse - 1,64d5d99aec7d4e9aa3cf5b51d164701f,GTC,MFFUEVBLDR200521023,611823880017,2026-08-06 오전 10:20:12,,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,29633.75,0,Entry,Reverse - 1,,GTC,MFFUEVBLDR200521023,611823880031,2026-08-06 오전 10:24:58,,
MNQ SEP26,Buy to cover,Stop Market,1,0,29653.75,Cancelled,0,0,1,Stop1,Reverse - 1,8328a5c801ac4de783365ed8a19b384a,GTC,MFFUEVBLDR200521023,611823880040,2026-08-06 오전 10:24:59,,
MNQ SEP26,Buy to cover,Limit,1,29618.75,0,Filled,1,29618.75,0,Target1,Reverse - 1,8328a5c801ac4de783365ed8a19b384a,GTC,MFFUEVBLDR200521023,611823880043,2026-08-06 오전 10:25:15,,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,29572.25,0,Entry,Reverse - 1,,GTC,MFFUEVBLDR200521023,611823880057,2026-08-06 오전 10:29:23,,
MNQ SEP26,Buy to cover,Limit,1,29557.25,0,Cancelled,0,0,1,Target1,Reverse - 1,7a992fe75cdf4506807df352f320a663,GTC,MFFUEVBLDR200521023,611823880069,2026-08-06 오전 10:29:24,,
MNQ SEP26,Buy to cover,Stop Market,1,0,29592.25,Filled,1,29592.25,0,Stop1,Reverse - 1,7a992fe75cdf4506807df352f320a663,GTC,MFFUEVBLDR200521023,611823880066,2026-08-06 오전 10:30:00,,
