Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,TIF,Account display name,ID,Time,Cancel,
MNQ SEP26,Sell,Limit,5,29401.50,0,Filled,5,29401.5,0,Target1,Regular5 - 1,64f64977ece7490bb4243b30a4009222,GTC,Playback101,ec63ae2d2a164f21852d2354b3b35c1f,2026-08-31 오전 10:35:57,,
MNQ SEP26,Sell,Stop Market,2,0,29361.50,Cancelled,0,0,2,Stop1,Regular5 - 1,64f64977ece7490bb4243b30a4009222,GTC,Playback101,a35d1d83dcc447508534cfb415d7cfb7,2026-08-31 오전 10:35:57,,
MNQ SEP26,Buy,Market,5,0,0,Filled,5,29381.5,0,Entry,,,GTC,Playback101,fc1943f7c98b47389e1679828926b921,2026-08-31 오전 10:28:18,,
MNQ SEP26,Sell,Limit,4,29433.75,0,Cancelled,0,0,4,Target1,Regular5 - 1,fbc95f1123f447a1aed65574cf924f88,GTC,Playback101,5134e187bbca472a800a53326da24c87,2026-08-31 오전 10:23:01,,
MNQ SEP26,Sell,Stop Market,4,0,29393.75,Filled,4,29393.75,0,Stop1,Regular5 - 1,fbc95f1123f447a1aed65574cf924f88,GTC,Playback101,021238d2f8b94c87b9b12e224f1fa3b5,2026-08-31 오전 10:23:01,,
MNQ SEP26,Sell,Limit,1,29433.75,0,Cancelled,0,0,1,Target1,Regular5 - 1,476d28cde6504ca896becc7536965f4c,GTC,Playback101,d220f335bbb7481f95701607a1f7cb23,2026-08-31 오전 10:23:01,,
MNQ SEP26,Sell,Stop Market,1,0,29393.75,Filled,1,29393.75,0,Stop1,Regular5 - 1,476d28cde6504ca896becc7536965f4c,GTC,Playback101,9ceb2ea3e80e4c949f3d712f19aad0a3,2026-08-31 오전 10:23:01,,
MNQ SEP26,Buy,Market,5,0,0,Filled,5,29413.95,0,Entry,,,GTC,Playback101,04a4d06be18949509210ea2d604f8a4b,2026-08-31 오전 10:18:03,,
MNQ SEP26,Sell,Limit,3,29411.50,0,Cancelled,0,0,3,Target1,Regular5 - 1,b5c3a4085cc84f7d8e8753c579ff99b2,GTC,Playback101,3865162010f4459880e55c2e365af0b1,2026-08-31 오전 10:12:33,,
MNQ SEP26,Sell,Stop Market,5,0,29371.50,Filled,5,29371.35,0,Stop1,Regular5 - 1,b5c3a4085cc84f7d8e8753c579ff99b2,GTC,Playback101,0fc6e380fb0346088884b8ad23b4e844,2026-08-31 오전 10:12:33,,
MNQ SEP26,Buy,Market,5,0,0,Filled,5,29391.5,0,Entry,,,GTC,Playback101,212935dfd10b464d94b330f532f72c42,2026-08-31 오전 10:10:57,,
