Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,TIF,Account display name,ID,Time,Cancel,
MNQ SEP26,Buy to cover,Limit,1,30135.25,0,Filled,1,30135.25,0,Target1,Reverse - 1,78e6ebfb8a4a48fd9da1ff28bb8123c8,GTC,Playback101,90c0acee0d4140bd8034e5844e808b8e,2026-08-14 오전 10:56:20,,
MNQ SEP26,Buy to cover,Stop Market,1,0,30170.25,Cancelled,0,0,1,Stop1,Reverse - 1,78e6ebfb8a4a48fd9da1ff28bb8123c8,GTC,Playback101,4eba15e464c74353a540e112ec6a28a7,2026-08-14 오전 10:56:20,,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,30150.25,0,Entry,Reverse - 1,,GTC,Playback101,ea1500de85ea454c88d700a130c26e1d,2026-08-14 오전 10:49:59,,
MNQ SEP26,Buy to cover,Limit,1,30142.25,0,Filled,1,30142.25,0,Target1,Reverse - 1,bfff63a4b8684589a1e38cdb0cb594d3,GTC,Playback101,ac185d0bea314a37ae26c43fe68bef1b,2026-08-14 오전 10:41:03,,
MNQ SEP26,Buy to cover,Stop Market,1,0,30177.25,Cancelled,0,0,1,Stop1,Reverse - 1,bfff63a4b8684589a1e38cdb0cb594d3,GTC,Playback101,134b898b27254e149b8e3d98e4eaae77,2026-08-14 오전 10:41:03,,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,30157.25,0,Entry,Reverse - 1,,GTC,Playback101,b212bdbabf8c4a20a0873db75bea92d9,2026-08-14 오전 10:36:33,,
MNQ SEP26,Buy to cover,Limit,1,30119.25,0,Cancelled,0,0,1,Target1,Reverse - 1,fef45320fb6149e4919c276724d1a95c,GTC,Playback101,0365c756d2734074a9030de40950cb4d,2026-08-14 오전 10:35:22,,
MNQ SEP26,Buy to cover,Stop Market,1,0,30154.25,Filled,1,30154.25,0,Stop1,Reverse - 1,fef45320fb6149e4919c276724d1a95c,GTC,Playback101,97d8e7dc241741b782e948f08271c468,2026-08-14 오전 10:35:22,,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,30134.25,0,Entry,Reverse - 1,,GTC,Playback101,aa5cb8aed50646aa8e02e44c4d1a63aa,2026-08-14 오전 10:33:11,,
MNQ SEP26,Buy to cover,Limit,1,30225.25,0,Filled,1,30225.25,0,Target1,,8d24ae80120c45b1a6bb4dcd74748e1e,GTC,Playback101,07903cbfb0f94fc9a221d73fa9038244,2026-08-14 오전 10:14:58,,
MNQ SEP26,Buy to cover,Stop Market,1,0,30260.25,Cancelled,0,0,1,Stop1,,8d24ae80120c45b1a6bb4dcd74748e1e,GTC,Playback101,cd678b9b154a488aac3e9a024ea44632,2026-08-14 오전 10:14:58,,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,30240.25,0,Entry,,,GTC,Playback101,2e6805e619f1475a9e25c92e6acae532,2026-08-14 오전 10:12:28,,
