Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,TIF,Account display name,ID,Time,Cancel,
MNQ SEP26,Buy to cover,Limit,5,29622.75,0,Cancelled,0,0,5,Target1,,f5cdf0a6c93d4b81b3ba8484dae04603,GTC,Playback101,07cb1835dd2f40a09882c0f9585bbe28,2026-08-28 오전 10:33:43,,
MNQ SEP26,Buy to cover,Stop Market,5,0,29662.75,Filled,5,29662.75,0,Stop1,,f5cdf0a6c93d4b81b3ba8484dae04603,GTC,Playback101,7f0c9ac6efc94b73b1f8a2c69b65db8d,2026-08-28 오전 10:33:43,,
MNQ SEP26,Sell,Market,5,0,0,Filled,5,29642.75,0,Entry,,,GTC,Playback101,4dd5a01bc8cc4fdc8912f71ba9bc9dd7,2026-08-28 오전 10:30:29,,
MNQ SEP26,Sell,Limit,1,29661.25,0,Filled,1,29661.25,0,Target1,,9c5525a243c44c8ea0273227ef28e1ea,GTC,Playback101,7a53a01d60a740f8979023e9dec05652,2026-08-28 오전 10:22:31,,
MNQ SEP26,Sell,Stop Market,1,0,29621.25,Cancelled,0,0,1,Stop1,,9c5525a243c44c8ea0273227ef28e1ea,GTC,Playback101,28f9839aa39c4126a40453fa90875fe7,2026-08-28 오전 10:22:31,,
MNQ SEP26,Sell,Limit,4,29661.25,0,Filled,4,29661.25,0,Target1,,2cd9a71b12ef491382d10cbdcef63233,GTC,Playback101,f1cc7040581a44b3892ed9923aa93671,2026-08-28 오전 10:22:31,,
MNQ SEP26,Sell,Stop Market,1,0,29621.25,Cancelled,0,0,1,Stop1,,2cd9a71b12ef491382d10cbdcef63233,GTC,Playback101,ecf7750d93744fa4bc6806be2e5475de,2026-08-28 오전 10:22:31,,
MNQ SEP26,Buy,Market,5,0,0,Filled,5,29641.3,0,Entry,,,GTC,Playback101,9cfdafcd7d514b9b972bcd7bc8d5f087,2026-08-28 오전 10:21:51,,
MNQ SEP26,Sell,Limit,3,29580.75,0,Filled,3,29580.75,0,Target1,,8fd66f866112496987c700448c3e9839,GTC,Playback101,bae2abb09cab4659896623aff774fddb,2026-08-28 오전 10:17:34,,
MNQ SEP26,Sell,Stop Market,3,0,29540.75,Cancelled,0,0,3,Stop1,,8fd66f866112496987c700448c3e9839,GTC,Playback101,2ba4704371d24899b1bea88be88aa98d,2026-08-28 오전 10:17:34,,
MNQ SEP26,Sell,Limit,2,29580.75,0,Filled,2,29580.75,0,Target1,,d1a3840b88684daa9440077d4fce6cdd,GTC,Playback101,8216289a8e544051a92914acf6ca0a9d,2026-08-28 오전 10:17:34,,
MNQ SEP26,Sell,Stop Market,2,0,29540.75,Cancelled,0,0,2,Stop1,,d1a3840b88684daa9440077d4fce6cdd,GTC,Playback101,df61f6409d464cdda1dc6724cfb7f242,2026-08-28 오전 10:17:34,,
MNQ SEP26,Buy,Market,5,0,0,Filled,5,29560.9,0,Entry,,,GTC,Playback101,22edfff913a24051aa9933509d740470,2026-08-28 오전 10:16:33,,
