Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,TIF,Account display name,ID,Time,Cancel,
NQ SEP26,Buy to cover,Limit,1,29231.75,0,Cancelled,0,0,1,Target1,Regular - 1,b5a584f785b0426abee9c09b86c3dcf0,GTC,MFFUEVBLDR200521024,625654460645,2026-08-26 오전 10:54:21,,
NQ SEP26,Buy to cover,Stop Market,1,0,29247.00,Filled,1,29247.5,0,Stop1,Regular - 1,b5a584f785b0426abee9c09b86c3dcf0,GTC,MFFUEVBLDR200521024,625654460642,2026-08-26 오전 10:54:20,,
NQ SEP26,Sell,Market,1,0,0,Filled,1,29251.75,0,Entry,Regular - 1,,GTC,MFFUEVBLDR200521024,625654460636,2026-08-26 오전 10:50:47,,
NQ SEP26,Buy to cover,Limit,1,29169.75,0,Cancelled,0,0,1,Target1,Regular - 1,7733468a6f8c414d87f0d8b9bc2d05ea,GTC,MFFUEVBLDR200521024,625654460611,2026-08-26 오전 10:35:44,,
NQ SEP26,Buy to cover,Stop Market,1,0,29185.75,Filled,1,29185.75,0,Stop1,Regular - 1,7733468a6f8c414d87f0d8b9bc2d05ea,GTC,MFFUEVBLDR200521024,625654460608,2026-08-26 오전 10:35:44,,
NQ SEP26,Sell,Market,1,0,0,Filled,1,29189.75,0,Entry,Regular - 1,,GTC,MFFUEVBLDR200521024,625654460602,2026-08-26 오전 10:30:25,,
NQ SEP26,Sell,Limit,1,29209.75,0,Cancelled,0,0,1,Target1,Regular - 1,e13e8d0558e7462090d4ed61b2106b55,GTC,MFFUEVBLDR200521024,625654460591,2026-08-26 오전 10:27:02,,
NQ SEP26,Sell,Stop Market,1,0,29169.75,Filled,1,29168.5,0,Stop1,Regular - 1,e13e8d0558e7462090d4ed61b2106b55,GTC,MFFUEVBLDR200521024,625654460588,2026-08-26 오전 10:27:01,,
NQ SEP26,Buy,Market,1,0,0,Filled,1,29189.75,0,Entry,,,GTC,MFFUEVBLDR200521024,625654460582,2026-08-26 오전 10:26:03,,
NQ SEP26,Buy to cover,Limit,1,29228.50,0,Cancelled,0,0,1,Target1,Regular - 1,e6570d4e4cec4341966e479621c4b1bc,GTC,MFFUEVBLDR200521024,625654460567,2026-08-26 오전 10:17:53,,
NQ SEP26,Buy to cover,Stop Market,1,0,29248.50,Filled,1,29248.75,0,Stop1,Regular - 1,e6570d4e4cec4341966e479621c4b1bc,GTC,MFFUEVBLDR200521024,625654460564,2026-08-26 오전 10:17:53,,
NQ SEP26,Sell,Market,1,0,0,Filled,1,29248.5,0,Entry,Regular - 1,,GTC,MFFUEVBLDR200521024,625654460558,2026-08-26 오전 10:13:48,,
