Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,TIF,Account display name,ID,Time,Cancel,
MNQ SEP26,Sell,Market,3,0,0,Filled,3,29563,0,Entry-27579-02A8750D,,,GTC,MFFUEVBLDR200521024,625654460244,2026-08-19 오전 10:40:43,,
MNQ SEP26,Buy to cover,Limit,3,29492.50,0,Cancelled,0,0,3,Target1-27576-02A8750D,,3f640bd6125c4e2fa095ed57b5f8a9b0|02A8750D|38,GTC,MFFUEVBLDR200521024,625654460230,2026-08-19 오전 10:37:14,,
MNQ SEP26,Buy to cover,Stop Market,3,0,29532.50,Filled,3,29532.5,0,Stop1-27575-02A8750D,,3f640bd6125c4e2fa095ed57b5f8a9b0|02A8750D|38,GTC,MFFUEVBLDR200521024,625654460227,2026-08-19 오전 10:37:13,,
MNQ SEP26,Sell,Market,3,0,0,Filled,3,29512.75,0,Entry-27573-02A8750D,,,GTC,MFFUEVBLDR200521024,625654460218,2026-08-19 오전 10:36:46,,
MNQ SEP26,Buy to cover,Limit,3,29462.50,0,Cancelled,0,0,3,Target1-27570-02A8750D,,b15be5467fe24c93b4804328d6732ec6|02A8750D|38,GTC,MFFUEVBLDR200521024,625654460204,2026-08-19 오전 10:35:22,,
MNQ SEP26,Buy to cover,Stop Market,3,0,29502.50,Filled,3,29502.75,0,Stop1-27569-02A8750D,,b15be5467fe24c93b4804328d6732ec6|02A8750D|38,GTC,MFFUEVBLDR200521024,625654460201,2026-08-19 오전 10:35:22,,
MNQ SEP26,Sell,Market,3,0,0,Filled,3,29481.5,0,Entry-27567-02A8750D,,,GTC,MFFUEVBLDR200521024,625654460192,2026-08-19 오전 10:34:25,,
MNQ SEP26,Sell,Limit,3,29494.25,0,Filled,3,29494.25,0,Target1-27564-02A8750D,,5ecd692bc80b4709b32f22ef8ac73d45|02A8750D|38,GTC,MFFUEVBLDR200521024,625654460178,2026-08-19 오전 10:31:01,,
MNQ SEP26,Sell,Stop Market,3,0,29454.25,Cancelled,0,0,3,Stop1-27563-02A8750D,,5ecd692bc80b4709b32f22ef8ac73d45|02A8750D|38,GTC,MFFUEVBLDR200521024,625654460175,2026-08-19 오전 10:31:01,,
MNQ SEP26,Buy,Market,3,0,0,Filled,3,29474,0,Entry-27561-02A8750D,,,GTC,MFFUEVBLDR200521024,625654460166,2026-08-19 오전 10:29:45,,
MNQ SEP26,Buy to cover,Limit,3,29392.75,0,Cancelled,0,0,3,Target1-27556-02A8750D,,2908b1c08ca54a41bededbf6424ed4e1|02A8750D|38,GTC,MFFUEVBLDR200521024,625654460152,2026-08-19 오전 10:27:24,,
MNQ SEP26,Buy to cover,Stop Market,3,0,29432.75,Filled,3,29433,0,Stop1-27555-02A8750D,,2908b1c08ca54a41bededbf6424ed4e1|02A8750D|38,GTC,MFFUEVBLDR200521024,625654460149,2026-08-19 오전 10:27:24,,
MNQ SEP26,Sell,Market,3,0,0,Filled,3,29426.25,0,Entry-27552-02A8750D,,,GTC,MFFUEVBLDR200521024,625654460140,2026-08-19 오전 10:26:23,,
