Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,TIF,Account display name,ID,Time,Cancel,
MNQ SEP26,Sell,Limit,3,29392.50,0,Filled,3,29392.5,0,Target1-27614-02A8750D,,817254a5e3b049ec8faf8615e74c2881|02A8750D|38,GTC,MFFUEVBLDR200521024,625654460365,2026-08-20 오전 10:12:00,,
MNQ SEP26,Sell,Stop Market,3,0,29352.50,Cancelled,0,0,3,Stop1-27613-02A8750D,,817254a5e3b049ec8faf8615e74c2881|02A8750D|38,GTC,MFFUEVBLDR200521024,625654460362,2026-08-20 오전 10:12:00,,
MNQ SEP26,Buy,Market,3,0,0,Filled,3,29337.5,0,Entry-27617-02A8750D,,,GTC,MFFUEVBLDR200521024,625654460379,2026-08-20 오전 10:15:57,,
MNQ SEP26,Sell,Stop Market,3,0,29318.00,Filled,3,29317.75,0,Stop1-27619-02A8750D,,cbb3ffb872ee4c1397645ffe5c4f71cc|02A8750D|38,GTC,MFFUEVBLDR200521024,625654460388,2026-08-20 오전 10:15:57,,
MNQ SEP26,Buy,Market,3,0,0,Filled,3,29381.75,0,Entry-27623-02A8750D,,,GTC,MFFUEVBLDR200521024,625654460405,2026-08-20 오전 10:23:10,,
MNQ SEP26,Sell,Limit,3,29402.50,0,Filled,3,29402.5,0,Target1-27626-02A8750D,,37522dae23a74ff0bd63c236d68c6375|02A8750D|38,GTC,MFFUEVBLDR200521024,625654460417,2026-08-20 오전 10:23:10,,
MNQ SEP26,Sell,Limit,3,29360.50,0,Filled,3,29360.5,0,Target1-27632-02A8750D,,c0d69b82185c477ab3144eb4ebb8c830|02A8750D|38,GTC,MFFUEVBLDR200521024,625654460443,2026-08-20 오전 10:27:52,,
MNQ SEP26,Sell,Limit,3,29358.00,0,Cancelled,0,0,3,Target1-27620-02A8750D,,cbb3ffb872ee4c1397645ffe5c4f71cc|02A8750D|38,GTC,MFFUEVBLDR200521024,625654460391,2026-08-20 오전 10:15:57,,
MNQ SEP26,Sell,Stop Market,3,0,29362.50,Cancelled,0,0,3,Stop1-27625-02A8750D,,37522dae23a74ff0bd63c236d68c6375|02A8750D|38,GTC,MFFUEVBLDR200521024,625654460414,2026-08-20 오전 10:23:10,,
MNQ SEP26,Sell,Stop Market,3,0,29320.50,Cancelled,0,0,3,Stop1-27631-02A8750D,,c0d69b82185c477ab3144eb4ebb8c830|02A8750D|38,GTC,MFFUEVBLDR200521024,625654460440,2026-08-20 오전 10:27:52,,
MNQ SEP26,Buy,Market,3,0,0,Filled,3,29375.75,0,Entry-27611-02A8750D,,,GTC,MFFUEVBLDR200521024,625654460353,2026-08-20 오전 10:11:58,,
MNQ SEP26,Buy,Market,3,0,0,Filled,3,29341,0,Entry-27629-02A8750D,,,GTC,MFFUEVBLDR200521024,625654460431,2026-08-20 오전 10:27:52,,
