Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,TIF,Account display name,ID,Time,Cancel,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,29598.25,0,Entry,,,GTC,MFFUEVBLDR200521023,611823880480,2026-08-18 오전 10:15:25,,
MNQ SEP26,Buy to cover,Stop Market,1,0,29618.25,Filled,1,29619.25,0,Stop1,Regular - 1,f1a7cc66c39140f984a362f48bd0ce44,GTC,MFFUEVBLDR200521023,611823880491,2026-08-18 오전 10:16:05,,
MNQ SEP26,Buy to cover,Limit,1,29578.25,0,Cancelled,0,0,1,Target1,Regular - 1,f1a7cc66c39140f984a362f48bd0ce44,GTC,MFFUEVBLDR200521023,611823880494,2026-08-18 오전 10:16:05,,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,29609.5,0,Entry,,,GTC,MFFUEVBLDR200521023,611823880508,2026-08-18 오전 10:22:34,,
MNQ SEP26,Buy to cover,Stop Market,1,0,29629.50,Filled,1,29629.75,0,Stop1,Regular - 1,99d5ba7a346244a29366b5adc0a2527e,GTC,MFFUEVBLDR200521023,611823880517,2026-08-18 오전 10:23:54,,
MNQ SEP26,Buy to cover,Limit,1,29589.50,0,Cancelled,0,0,1,Target1,Regular - 1,99d5ba7a346244a29366b5adc0a2527e,GTC,MFFUEVBLDR200521023,611823880520,2026-08-18 오전 10:23:54,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29665.25,0,Entry,,,GTC,MFFUEVBLDR200521023,611823880534,2026-08-18 오전 10:28:10,,
MNQ SEP26,Sell,Limit,1,29685.25,0,Filled,1,29685.25,0,Target1,Regular - 1,5fafeb3a564448639e1933fa8ccca5e4,GTC,MFFUEVBLDR200521023,611823880546,2026-08-18 오전 10:30:40,,
MNQ SEP26,Sell,Stop Market,1,0,29645.25,Cancelled,0,0,1,Stop1,Regular - 1,5fafeb3a564448639e1933fa8ccca5e4,GTC,MFFUEVBLDR200521023,611823880543,2026-08-18 오전 10:30:40,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29668.5,0,Entry,Regular - 1,,GTC,MFFUEVBLDR200521023,611823880560,2026-08-18 오전 10:35:18,,
MNQ SEP26,Sell,Stop Market,1,0,29648.50,Filled,1,29648.5,0,Stop1,Regular - 1,7a094d7e12e849a1ba655d90897e6c1a,GTC,MFFUEVBLDR200521023,611823880569,2026-08-18 오전 10:40:27,,
MNQ SEP26,Sell,Limit,1,29688.50,0,Cancelled,0,0,1,Target1,Regular - 1,7a094d7e12e849a1ba655d90897e6c1a,GTC,MFFUEVBLDR200521023,611823880572,2026-08-18 오전 10:40:27,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29616.75,0,Entry,Regular - 1,,GTC,MFFUEVBLDR200521023,611823880586,2026-08-18 오전 10:44:48,,
MNQ SEP26,Sell,Stop Market,1,0,29596.75,Filled,1,29596.5,0,Stop1,Regular - 1,90128bf21017495c8e0b41adf58b3a35,GTC,MFFUEVBLDR200521023,611823880595,2026-08-18 오전 10:49:12,,
MNQ SEP26,Sell,Limit,1,29636.75,0,Cancelled,0,0,1,Target1,Regular - 1,90128bf21017495c8e0b41adf58b3a35,GTC,MFFUEVBLDR200521023,611823880598,2026-08-18 오전 10:49:13,,
