Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,TIF,Account display name,ID,Time,Cancel,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29891,0,Entry,Regular - 1,,GTC,MFFUEVBLDR200521023,611823880207,2026-08-12 오전 10:13:42,,
MNQ SEP26,Sell,Stop Market,1,0,29871.00,Cancelled,0,0,1,Stop1,Regular - 1,94004089b3d2414fb657f52b0fe64c79,GTC,MFFUEVBLDR200521023,611823880216,2026-08-12 오전 10:13:43,,
MNQ SEP26,Sell,Limit,1,29911.00,0,Filled,1,29911,0,Target1,Regular - 1,94004089b3d2414fb657f52b0fe64c79,GTC,MFFUEVBLDR200521023,611823880219,2026-08-12 오전 10:14:25,,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,29894.5,0,Entry,Regular - 1,,GTC,MFFUEVBLDR200521023,611823880233,2026-08-12 오전 10:22:14,,
MNQ SEP26,Buy to cover,Limit,1,29874.50,0,Cancelled,0,0,1,Target1,Regular - 1,ce864e83fe4f4c4bb6aad5a58fa49d27,GTC,MFFUEVBLDR200521023,611823880245,2026-08-12 오전 10:22:14,,
MNQ SEP26,Buy to cover,Stop Market,1,0,29914.50,Filled,1,29914.5,0,Stop1,Regular - 1,ce864e83fe4f4c4bb6aad5a58fa49d27,GTC,MFFUEVBLDR200521023,611823880242,2026-08-12 오전 10:24:33,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29933,0,Entry,Regular - 1,,GTC,MFFUEVBLDR200521023,611823880259,2026-08-12 오전 10:27:53,,
MNQ SEP26,Sell,Limit,1,29953.00,0,Cancelled,0,0,1,Target1,Regular - 1,4f4fe07d06924bbfac447098a0c2809b,GTC,MFFUEVBLDR200521023,611823880271,2026-08-12 오전 10:27:53,,
MNQ SEP26,Sell,Stop Market,1,0,29913.00,Filled,1,29912.75,0,Stop1,Regular - 1,4f4fe07d06924bbfac447098a0c2809b,GTC,MFFUEVBLDR200521023,611823880268,2026-08-12 오전 10:29:34,,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,29886.75,0,Entry,Regular - 1,,GTC,Sim101,50430ca43cc945589fc2597250e1defd,2026-08-12 오전 10:35:44,,
MNQ SEP26,Buy to cover,Stop Market,1,0,29906.75,Filled,1,29906.25,0,Stop1,Regular - 1,c53a4e0e9ab6418c852a5074411ac649,GTC,Sim101,8830608619bd47d593ebb1df9103dd8f,2026-08-12 오전 10:37:16,,
MNQ SEP26,Buy to cover,Limit,1,29866.75,0,Cancelled,0,0,1,Target1,Regular - 1,c53a4e0e9ab6418c852a5074411ac649,GTC,Sim101,4b87464728904d06a9e78e199db9e294,2026-08-12 오전 10:37:16,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29917.75,0,Entry,Regular - 1,,GTC,Sim101,d6360b5464c54a3294dc3152094ac0cb,2026-08-12 오전 10:40:45,,
MNQ SEP26,Sell,Stop Market,1,0,29897.75,Filled,1,29897.75,0,Stop1,Regular - 1,2f7fa0fb0c304da39cdb57c3629b6929,GTC,Sim101,0b80f581ebf24090b6b09c1384a680e9,2026-08-12 오전 10:42:49,,
MNQ SEP26,Sell,Limit,1,29937.75,0,Cancelled,0,0,1,Target1,Regular - 1,2f7fa0fb0c304da39cdb57c3629b6929,GTC,Sim101,826c271bcefc4b82881f6a3a03465ba2,2026-08-12 오전 10:42:50,,
