Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,TIF,Account display name,ID,Time,Cancel,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,30203.5,0,Entry,Regular - 1,,GTC,MFFUEVBLDR200521023,611823880290,2026-08-13 오전 10:13:05,,
MNQ SEP26,Sell,Stop Market,1,0,30183.50,Cancelled,0,0,1,Stop1,Regular - 1,ccde0a29adec40239f53a755120c66cb,GTC,MFFUEVBLDR200521023,611823880299,2026-08-13 오전 10:13:10,,
MNQ SEP26,Sell,Limit,1,30223.50,0,Filled,1,30223.5,0,Target1,Regular - 1,ccde0a29adec40239f53a755120c66cb,GTC,MFFUEVBLDR200521023,611823880302,2026-08-13 오전 10:28:37,,
MNQ SEP26,Sell,Market,2,0,0,Filled,2,30260,0,Entry,10-10 (x2) - 1,,GTC,MFFUEVBLDR200521023,611823880316,2026-08-13 오전 10:36:04,,
MNQ SEP26,Buy to cover,Stop Market,2,0,30270.00,Cancelled,0,0,2,Stop1,10-10 (x2) - 1,23ce3d51db8e4b4cb91cc5d536e71fb0,GTC,MFFUEVBLDR200521023,611823880325,2026-08-13 오전 10:36:05,,
MNQ SEP26,Buy to cover,Limit,2,30250.00,0,Filled,2,30250,0,Target1,10-10 (x2) - 1,23ce3d51db8e4b4cb91cc5d536e71fb0,GTC,MFFUEVBLDR200521023,611823880328,2026-08-13 오전 10:38:26,,
MNQ SEP26,Buy,Market,2,0,0,Filled,2,30256,0,Entry,,,GTC,MFFUEVBLDR200521023,611823880342,2026-08-13 오전 10:40:55,,
MNQ SEP26,Sell,Limit,2,30266.00,0,Cancelled,0,0,2,Target1,10-10 (x2) - 1,c7900357b40345dfb90a80dace07fe0d,GTC,MFFUEVBLDR200521023,611823880354,2026-08-13 오전 10:40:56,,
MNQ SEP26,Sell,Stop Market,2,0,30246.00,Filled,2,30246,0,Stop1,10-10 (x2) - 1,c7900357b40345dfb90a80dace07fe0d,GTC,MFFUEVBLDR200521023,611823880351,2026-08-13 오전 10:41:13,,
MNQ SEP26,Sell,Market,2,0,0,Filled,2,30230.5,0,Entry,,,GTC,MFFUEVBLDR200521023,611823880368,2026-08-13 오전 10:45:11,,
MNQ SEP26,Buy to cover,Stop Market,2,0,30240.50,Cancelled,0,0,2,Stop1,10-10 (x2) - 1,368762121f394596b6f5c128c214a928,GTC,MFFUEVBLDR200521023,611823880377,2026-08-13 오전 10:45:12,,
MNQ SEP26,Buy to cover,Limit,2,30220.50,0,Filled,2,30220.5,0,Target1,10-10 (x2) - 1,368762121f394596b6f5c128c214a928,GTC,MFFUEVBLDR200521023,611823880380,2026-08-13 오전 10:45:57,,
MNQ SEP26,Sell,Market,2,0,0,Filled,2,30232.75,0,Entry,,,GTC,MFFUEVBLDR200521023,611823880394,2026-08-13 오전 10:47:32,,
MNQ SEP26,Buy to cover,Stop Market,2,0,30242.75,Cancelled,0,0,2,Stop1,10-10 (x2) - 1,27f455fc26154c2d9ec1f8a0395ef45d,GTC,MFFUEVBLDR200521023,611823880403,2026-08-13 오전 10:47:32,,
MNQ SEP26,Buy to cover,Limit,2,30222.75,0,Filled,2,30222.75,0,Target1,10-10 (x2) - 1,27f455fc26154c2d9ec1f8a0395ef45d,GTC,MFFUEVBLDR200521023,611823880406,2026-08-13 오전 10:48:36,,
MNQ SEP26,Sell,Market,2,0,0,Filled,2,30225,0,Entry,,,GTC,MFFUEVBLDR200521023,611823880420,2026-08-13 오전 10:52:48,,
MNQ SEP26,Buy to cover,Stop Market,2,0,30235.00,Cancelled,0,0,2,Stop1,10-10 (x2) - 1,b0212960ba7d43db9ffb458b279303fa,GTC,MFFUEVBLDR200521023,611823880429,2026-08-13 오전 10:52:49,,
MNQ SEP26,Buy to cover,Limit,2,30215.00,0,Filled,2,30215,0,Target1,10-10 (x2) - 1,b0212960ba7d43db9ffb458b279303fa,GTC,MFFUEVBLDR200521023,611823880432,2026-08-13 오전 10:53:10,,
MNQ SEP26,Sell,Market,2,0,0,Filled,2,30201.25,0,Entry,10-10 (x2) - 1,,GTC,MFFUEVBLDR200521023,611823880446,2026-08-13 오전 11:00:17,,
MNQ SEP26,Buy to cover,Limit,2,30191.25,0,Cancelled,0,0,2,Target1,10-10 (x2) - 1,10b155b500cf4aabab26c29d93f08039,GTC,MFFUEVBLDR200521023,611823880458,2026-08-13 오전 11:00:18,,
MNQ SEP26,Buy to cover,Stop Market,2,0,30211.25,Filled,2,30211.25,0,Stop1,10-10 (x2) - 1,10b155b500cf4aabab26c29d93f08039,GTC,MFFUEVBLDR200521023,611823880455,2026-08-13 오전 11:00:23,,
