Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,TIF,Account display name,ID,Time,Cancel,
MNQ SEP26,Buy to cover,Limit,1,29272.75,0,Cancelled,0,0,1,Target1,Regular - 1,0ea38900aee9433db582b000a0262f6c,GTC,Playback101,f36211b753ef418db0875f219a76faaf,2026-08-21 오전 10:55:53,,
MNQ SEP26,Buy to cover,Stop Market,1,0,29312.75,Filled,1,29312.75,0,Stop1,Regular - 1,0ea38900aee9433db582b000a0262f6c,GTC,Playback101,e38e5a52669b426e841d01530849c4a4,2026-08-21 오전 10:55:53,,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,29292.75,0,Entry,,,GTC,Playback101,bd77e3f52ebf487b8fb8342b4fcc73ee,2026-08-21 오전 10:54:43,,
MNQ SEP26,Buy to cover,Limit,1,29283.50,0,Cancelled,0,0,1,Target1,Regular - 1,884645a2179f4617845ac519cd5ef63c,GTC,Playback101,e9026c2e4ebf4cbba854ce8b379046ac,2026-08-21 오전 10:53:27,,
MNQ SEP26,Buy to cover,Stop Market,1,0,29323.50,Filled,1,29323.5,0,Stop1,Regular - 1,884645a2179f4617845ac519cd5ef63c,GTC,Playback101,c7961480c2cd4eba979f75d5736729f1,2026-08-21 오전 10:53:27,,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,29303.5,0,Entry,,,GTC,Playback101,2956bb09f9a04c53ab48a5867d6d269d,2026-08-21 오전 10:43:57,,
MNQ SEP26,Sell,Limit,1,29312.00,0,Cancelled,0,0,1,Target1,Regular - 1,e73f54e885494ddc8d6e5b8c8f80356a,GTC,Playback101,b306722cbfe24a86b5cff7b3493a8905,2026-08-21 오전 10:41:38,,
MNQ SEP26,Sell,Stop Market,1,0,29272.00,Filled,1,29272,0,Stop1,Regular - 1,e73f54e885494ddc8d6e5b8c8f80356a,GTC,Playback101,c319a64ee47b45fe897d9d1a134e46fb,2026-08-21 오전 10:41:38,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29292,0,Entry,,,GTC,Playback101,e4edc18c1c974ccea13ff265afde2042,2026-08-21 오전 10:39:40,,
MNQ SEP26,Sell,Limit,1,29307.00,0,Cancelled,0,0,1,Target1,Regular - 1,77ae51dbbe63433a8eab5c63023f57cf,GTC,Playback101,1095fb66f9294d4894556ac82e49f705,2026-08-21 오전 10:36:26,,
MNQ SEP26,Sell,Stop Market,1,0,29267.00,Filled,1,29267,0,Stop1,Regular - 1,77ae51dbbe63433a8eab5c63023f57cf,GTC,Playback101,e409c70f910c45e99fe47eec0b2ad731,2026-08-21 오전 10:36:26,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29287,0,Entry,Regular - 1,,GTC,Playback101,c9ff086fac3241bf90dc90a2fe511f9d,2026-08-21 오전 10:30:59,,
MNQ SEP26,Buy to cover,Limit,1,29269.75,0,Cancelled,0,0,1,Target1,Regular - 1,0dca04470ccf446485c46965d318c465,GTC,Playback101,fdced3a9bf2748138d7f455bf4245f10,2026-08-21 오전 10:27:43,,
MNQ SEP26,Buy to cover,Stop Market,1,0,29309.75,Filled,1,29309.75,0,Stop1,Regular - 1,0dca04470ccf446485c46965d318c465,GTC,Playback101,2ff69b5397a849dfbcd471cebf803933,2026-08-21 오전 10:27:43,,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,29289.75,0,Entry,,,GTC,Playback101,ba15d032b80f49949ce7ef687130233c,2026-08-21 오전 10:27:31,,
MNQ SEP26,Sell,Limit,1,29269.75,0,Filled,1,29269.75,0,Target1,Regular - 1,3b610f54d6544b14bc9e5ce2b94cbd72,GTC,Playback101,31eebcefafc7498f94584c5b17021a43,2026-08-21 오전 10:22:46,,
MNQ SEP26,Sell,Stop Market,1,0,29229.75,Cancelled,0,0,1,Stop1,Regular - 1,3b610f54d6544b14bc9e5ce2b94cbd72,GTC,Playback101,369447f6325e4d77a4a3bc79db424b6e,2026-08-21 오전 10:22:46,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29249.75,0,Entry,,,GTC,Playback101,713b0b9aa5c14ef28e92a41ce4a4190f,2026-08-21 오전 10:22:25,,
MNQ SEP26,Sell,Limit,1,29297.75,0,Cancelled,0,0,1,Target1,Regular - 1,bc26dfd27fbb4ce8b28fa83d9107f8d7,GTC,Playback101,460a53c17e744540838dab6f4fa68d80,2026-08-21 오전 10:17:22,,
MNQ SEP26,Sell,Stop Market,1,0,29257.75,Filled,1,29257.75,0,Stop1,Regular - 1,bc26dfd27fbb4ce8b28fa83d9107f8d7,GTC,Playback101,7e88b32ac61644a1ae2f1589ce761beb,2026-08-21 오전 10:17:22,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29277.75,0,Entry,,,GTC,Playback101,9f472bdeabe24d82831ca0bc7878283b,2026-08-21 오전 10:16:59,,
MNQ SEP26,Sell,Limit,1,29323.75,0,Cancelled,0,0,1,Target1,Regular - 1,6785cb794de147eda434fe8bedb3f723,GTC,Playback101,73511fa108f8495eb7ef31916931a224,2026-08-21 오전 10:12:59,,
MNQ SEP26,Sell,Stop Market,1,0,29283.75,Filled,1,29283.75,0,Stop1,Regular - 1,6785cb794de147eda434fe8bedb3f723,GTC,Playback101,5ec3111743e647f48ddd9118eccd50c8,2026-08-21 오전 10:12:59,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29303.75,0,Entry,Regular - 1,,GTC,Playback101,26cdce20850f4a378583b251702ad578,2026-08-21 오전 10:11:47,,
