Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,TIF,Account display name,ID,Time,Cancel,
MNQ SEP26,Buy to cover,Limit,1,30210.25,0,Filled,1,30210.25,0,Target1,Regular - 1,df96088366444ba8b217de9050e13835,GTC,Playback101,1b224134f98942939fee4899031b1879,2026-08-17 오전 10:53:03,,
MNQ SEP26,Buy to cover,Stop Market,1,0,30250.25,Cancelled,0,0,1,Stop1,Regular - 1,df96088366444ba8b217de9050e13835,GTC,Playback101,c1962b70e14c4bf795b97b586e9721f4,2026-08-17 오전 10:53:03,,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,30230.25,0,Entry,,,GTC,Playback101,302fba2a5e4f460d97dbec4d45bc2879,2026-08-17 오전 10:51:33,,
MNQ SEP26,Buy to cover,Limit,1,30182.50,0,Cancelled,0,0,1,Target1,Regular - 1,e104466a65b940adac2d25423b31fbd7,GTC,Playback101,8dfa5f48ee814fc7b0661f2da64451b5,2026-08-17 오전 10:48:05,,
MNQ SEP26,Buy to cover,Stop Market,1,0,30222.50,Filled,1,30222.5,0,Stop1,Regular - 1,e104466a65b940adac2d25423b31fbd7,GTC,Playback101,7f2d553107d14b629e6db53e1c705257,2026-08-17 오전 10:48:05,,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,30202.5,0,Entry,,,GTC,Playback101,1440216022a14633b6edb5a269b6a059,2026-08-17 오전 10:31:57,,
MNQ SEP26,Buy to cover,Limit,1,30153.25,0,Cancelled,0,0,1,Target1,Regular - 1,f8036813ca104d0895fae48289a4c865,GTC,Playback101,6265edea7f984e2f881157f2bbe614b1,2026-08-17 오전 10:29:29,,
MNQ SEP26,Buy to cover,Stop Market,1,0,30193.25,Filled,1,30193.25,0,Stop1,Regular - 1,f8036813ca104d0895fae48289a4c865,GTC,Playback101,359af543b5e84d36813860aa77e505b3,2026-08-17 오전 10:29:29,,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,30173.25,0,Entry,,,GTC,Playback101,75e9023739f8457081605e9468f0ebef,2026-08-17 오전 10:21:28,,
MNQ SEP26,Sell,Limit,1,30225.00,0,Filled,1,30225,0,Target1,Regular - 1,476f960361d44ab28fbe25c0090983d8,GTC,Playback101,3328cd7d4602452cbaedc5d30ac5f3ca,2026-08-17 오전 10:14:26,,
MNQ SEP26,Sell,Stop Market,1,0,30185.00,Cancelled,0,0,1,Stop1,Regular - 1,476f960361d44ab28fbe25c0090983d8,GTC,Playback101,7cb3ee7416bb48f09243040f76cb02f9,2026-08-17 오전 10:14:26,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,30205,0,Entry,Regular - 1,,GTC,Playback101,4d8c04e379804696bb2fca1f0c133e41,2026-08-17 오전 10:11:54,,
