Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,TIF,Account display name,ID,Time,Cancel,
NQ SEP26,Sell,Limit,1,29236.25,0,Filled,1,29236.25,0,Target1,Regular - 1,bcd086d647454d5db439700893583140,GTC,MFFUEVBLDR200521024,625654460542,2026-08-25 오전 10:51:52,,
NQ SEP26,Sell,Stop Market,1,0,29196.25,Cancelled,0,0,1,Stop1,Regular - 1,bcd086d647454d5db439700893583140,GTC,MFFUEVBLDR200521024,625654460539,2026-08-25 오전 10:51:53,,
NQ SEP26,Buy,Market,1,0,0,Filled,1,29216.25,0,Entry,,,GTC,MFFUEVBLDR200521024,625654460533,2026-08-25 오전 10:50:43,,
NQ SEP26,Buy to cover,Limit,1,29240.00,0,Filled,1,29240,0,Target1,Regular - 1,4af576287e044fefb608eee266773481,GTC,MFFUEVBLDR200521024,625654460522,2026-08-25 오전 10:40:53,,
NQ SEP26,Buy to cover,Stop Market,1,0,29280.00,Cancelled,0,0,1,Stop1,Regular - 1,4af576287e044fefb608eee266773481,GTC,MFFUEVBLDR200521024,625654460519,2026-08-25 오전 10:40:53,,
NQ SEP26,Sell,Market,1,0,0,Filled,1,29260,0,Entry,,,GTC,MFFUEVBLDR200521024,625654460513,2026-08-25 오전 10:39:19,,
NQ SEP26,Buy to cover,Limit,1,29223.75,0,Cancelled,0,0,1,Target1,Regular - 1,fb8f58d02f764a60967f1f7c078915e1,GTC,MFFUEVBLDR200521024,625654460490,2026-08-25 오전 10:34:09,,
NQ SEP26,Buy to cover,Stop Market,1,0,29232.50,Filled,1,29233.5,0,Stop1,Regular - 1,fb8f58d02f764a60967f1f7c078915e1,GTC,MFFUEVBLDR200521024,625654460487,2026-08-25 오전 10:34:09,,
NQ SEP26,Sell,Market,1,0,0,Filled,1,29243.75,0,Entry,,,GTC,MFFUEVBLDR200521024,625654460481,2026-08-25 오전 10:32:32,,
NQ SEP26,Buy to cover,Market,1,0,0,Filled,1,29239.5,0,Close,,,DAY,MFFUEVBLDR200521024,625654460473,2026-08-25 오전 10:27:19,,
NQ SEP26,Sell,Market,1,0,0,Filled,1,29242,0,,,,GTC,MFFUEVBLDR200521024,625654460465,2026-08-25 오전 10:27:13,,
