Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,TIF,Account display name,ID,Time,Cancel,
MNQ SEP26,Sell,Market,1,0,0,Filled,1,29366.5,0,Entry,,,GTC,MFFUEVBLDR200521023,611823880934,2026-08-20 오전 10:32:05,,
MNQ SEP26,Sell,Limit,1,29360.50,0,Filled,1,29360.5,0,Target1,,c0d69b82185c477ab3144eb4ebb8c830,GTC,MFFUEVBLDR200521023,611823880920,2026-08-20 오전 10:27:52,,
MNQ SEP26,Sell,Limit,1,29402.50,0,Filled,1,29402.5,0,Target1,,37522dae23a74ff0bd63c236d68c6375,GTC,MFFUEVBLDR200521023,611823880894,2026-08-20 오전 10:23:10,,
MNQ SEP26,Sell,Limit,1,29391.25,0,Filled,1,29391.25,0,Target1,,5937cd6eb85f4b1fabfbf298e055cdbd,GTC,MFFUEVBLDR200521023,611823880972,2026-08-20 오전 10:37:13,,
MNQ SEP26,Sell,Limit,1,29391.25,0,Filled,1,29391.25,0,Target1,,2168a44c27c44808b908c89349990e1c,GTC,MFFUEVBLDR200521023,611823881076,2026-08-20 오전 10:50:25,,
MNQ SEP26,Sell,Stop Market,1,0,29389.25,Cancelled,0,0,1,Stop1,,5cd956a0fbfd44338dd26b6da45cc024,GTC,MFFUEVBLDR200521023,611823881021,2026-08-20 오전 10:42:10,,
MNQ SEP26,Sell,Stop Market,1,0,29320.50,Cancelled,0,0,1,Stop1,,c0d69b82185c477ab3144eb4ebb8c830,GTC,MFFUEVBLDR200521023,611823880917,2026-08-20 오전 10:27:52,,
MNQ SEP26,Sell,Limit,1,29392.50,0,Filled,1,29392.5,0,Target1,,817254a5e3b049ec8faf8615e74c2881,GTC,MFFUEVBLDR200521023,611823880842,2026-08-20 오전 10:11:59,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29371.25,0,Entry,,,GTC,MFFUEVBLDR200521023,611823880960,2026-08-20 오전 10:37:13,,
MNQ SEP26,Sell,Stop Market,1,0,29318.00,Filled,1,29317.75,0,Stop1,,cbb3ffb872ee4c1397645ffe5c4f71cc,GTC,MFFUEVBLDR200521023,611823880865,2026-08-20 오전 10:15:57,,
MNQ SEP26,Sell,Limit,1,29429.25,0,Filled,1,29429.25,0,Target1,,5cd956a0fbfd44338dd26b6da45cc024,GTC,MFFUEVBLDR200521023,611823881024,2026-08-20 오전 10:42:10,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29368.5,0,Entry,,,GTC,MFFUEVBLDR200521023,611823880986,2026-08-20 오전 10:38:34,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29372.5,0,Entry,,,GTC,MFFUEVBLDR200521023,611823880830,2026-08-20 오전 10:11:57,,
