Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,TIF,Account display name,ID,Time,Cancel,
MNQ SEP26,Sell,Stop Market,1,0,29351.25,Cancelled,0,0,1,Stop1,,2168a44c27c44808b908c89349990e1c,GTC,MFFUEVBLDR200521023,611823881073,2026-08-20 오전 10:50:25,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29405.5,0,Entry,,,GTC,MFFUEVBLDR200521023,611823881038,2026-08-20 오전 10:46:23,,
MNQ SEP26,Sell,Stop Market,1,0,29385.50,Cancelled,0,0,1,Stop1,,9fb994c4757a460aaeaaed00f229cea5,GTC,MFFUEVBLDR200521023,611823881047,2026-08-20 오전 10:46:23,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29382.5,0,Entry,,,GTC,MFFUEVBLDR200521023,611823880882,2026-08-20 오전 10:23:10,,
MNQ SEP26,Sell,Stop Market,1,0,29351.25,Cancelled,0,0,1,Stop1,,5937cd6eb85f4b1fabfbf298e055cdbd,GTC,MFFUEVBLDR200521023,611823880969,2026-08-20 오전 10:37:13,,
MNQ SEP26,Sell,Limit,1,29425.50,0,Filled,1,29425.5,0,Target1,,9fb994c4757a460aaeaaed00f229cea5,GTC,MFFUEVBLDR200521023,611823881050,2026-08-20 오전 10:46:23,,
MNQ SEP26,Sell,Stop Market,1,0,29362.50,Cancelled,0,0,1,Stop1,,37522dae23a74ff0bd63c236d68c6375,GTC,MFFUEVBLDR200521023,611823880891,2026-08-20 오전 10:23:10,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29338,0,Entry,,,GTC,MFFUEVBLDR200521023,611823880856,2026-08-20 오전 10:15:56,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29340.5,0,Entry,,,GTC,MFFUEVBLDR200521023,611823880908,2026-08-20 오전 10:27:52,,
MNQ SEP26,Sell,Limit,1,29388.50,0,Filled,1,29388.5,0,Target1,,f5ec74cfbca74aecb4b1d28255312987,GTC,MFFUEVBLDR200521023,611823880998,2026-08-20 오전 10:38:35,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29409.25,0,Entry,,,GTC,MFFUEVBLDR200521023,611823881012,2026-08-20 오전 10:42:09,,
MNQ SEP26,Sell,Stop Market,1,0,29352.50,Cancelled,0,0,1,Stop1,,817254a5e3b049ec8faf8615e74c2881,GTC,MFFUEVBLDR200521023,611823880839,2026-08-20 오전 10:11:59,,
MNQ SEP26,Sell,Stop Market,1,0,29348.50,Cancelled,0,0,1,Stop1,,f5ec74cfbca74aecb4b1d28255312987,GTC,MFFUEVBLDR200521023,611823880995,2026-08-20 오전 10:38:35,,
MNQ SEP26,Buy,Limit,1,29346.50,0,Cancelled,0,0,1,Target1,,7dcb9759886840369bed1c3a4113a904,GTC,MFFUEVBLDR200521023,611823880946,2026-08-20 오전 10:32:05,,
MNQ SEP26,Buy,Market,1,0,0,Filled,1,29371.25,0,Entry,,,GTC,MFFUEVBLDR200521023,611823881064,2026-08-20 오전 10:50:24,,
MNQ SEP26,Sell,Limit,1,29358.00,0,Cancelled,0,0,1,Target1,,cbb3ffb872ee4c1397645ffe5c4f71cc,GTC,MFFUEVBLDR200521023,611823880868,2026-08-20 오전 10:15:57,,
MNQ SEP26,Buy,Stop Market,1,0,29386.50,Filled,1,29386.5,0,Stop1,,7dcb9759886840369bed1c3a4113a904,GTC,MFFUEVBLDR200521023,611823880943,2026-08-20 오전 10:32:05,,
