Instrument,Series,SeriesSeconds,BarIndex,Time,Open,High,Low,Close,Volume,Range,Body,UpperWick,LowerWick,Direction,VO,VO_Change,VO_Slope3,VO_Slope5
MNQ MAR26,1s,1,0,2026-02-12 09:19:37,25373.25,25373.25,25373.25,25373.25,6,0,0,0,0,0,,,,
MNQ MAR26,1s,1,1,2026-02-12 09:19:38,25372.75,25373,25372.5,25372.5,15,0.5,0.25,0.25,0,-1,,,,
MNQ MAR26,1s,1,2,2026-02-12 09:19:39,25371.75,25371.75,25371,25371.5,8,0.75,0.25,0,0.5,-1,,,,
MNQ MAR26,1s,1,3,2026-02-12 09:19:40,25371.25,25371.25,25371,25371.25,16,0.25,0,0,0.25,0,,,,
MNQ MAR26,10s,10,5397,2026-02-12 09:19:40,25371.5,25373.25,25371,25371.25,102,2.25,0.25,1.75,0.25,-1,18.05,3.35,12.08333333,10.74
MNQ MAR26,20s,20,5698,2026-02-12 09:19:40,25374.25,25374.5,25371,25371.25,222,3.5,3,0.25,0.25,-1,-108.55,-5.9,10.56666667,-4.88
MNQ MAR26,1s,1,4,2026-02-12 09:19:41,25371.5,25371.5,25371,25371,6,0.5,0.5,0,0,-1,,,,
MNQ MAR26,1s,1,5,2026-02-12 09:19:42,25371.25,25371.25,25369.75,25370.75,46,1.5,0.5,0,1,-1,,,,
MNQ MAR26,1s,1,6,2026-02-12 09:19:43,25370.5,25370.75,25370,25370.25,20,0.75,0.25,0.25,0.25,-1,,,,
MNQ MAR26,1s,1,7,2026-02-12 09:19:44,25370,25370.5,25370,25370,10,0.5,0,0.5,0,0,,,,
MNQ MAR26,1s,1,8,2026-02-12 09:19:45,25370,25370.5,25369.25,25369.25,29,1.25,0.75,0.5,0,-1,,,,
MNQ MAR26,1s,1,9,2026-02-12 09:19:46,25369,25369.25,25368,25368.5,14,1.25,0.5,0.25,0.5,-1,,,,
MNQ MAR26,1s,1,10,2026-02-12 09:19:47,25368.75,25368.75,25368.25,25368.25,15,0.5,0.5,0,0,-1,,,,
MNQ MAR26,1s,1,11,2026-02-12 09:19:48,25368.75,25369.75,25368.75,25369.75,6,1,1,0,0,1,,,,
MNQ MAR26,1s,1,12,2026-02-12 09:19:49,25369.25,25370,25369,25370,6,1,0.75,0,0.25,1,,,,
MNQ MAR26,1s,1,13,2026-02-12 09:19:50,25370.5,25371.5,25370.5,25371.5,21,1,1,0,0,1,,,,
MNQ MAR26,10s,10,5398,2026-02-12 09:19:50,25371.5,25371.5,25368,25371.5,173,3.5,0,0,3.5,0,4.7,-13.35,0.53333333,3.59
MNQ MAR26,1s,1,14,2026-02-12 09:19:51,25371.25,25371.25,25371.25,25371.25,4,0,0,0,0,0,,,,
MNQ MAR26,1s,1,15,2026-02-12 09:19:52,25371.75,25372,25371.75,25372,7,0.25,0.25,0,0,1,,,,
MNQ MAR26,1s,1,16,2026-02-12 09:19:53,25372,25372,25372,25372,2,0,0,0,0,0,,,,
MNQ MAR26,1s,1,17,2026-02-12 09:19:54,25372,25372,25372,25372,2,0,0,0,0,0,,,,
MNQ MAR26,1s,1,18,2026-02-12 09:19:55,25372,25372,25371.5,25371.5,3,0.5,0.5,0,0,-1,,,,
MNQ MAR26,1s,1,19,2026-02-12 09:19:56,25371.75,25372,25371.25,25372,12,0.75,0.25,0,0.5,1,,,,
MNQ MAR26,1s,1,20,2026-02-12 09:19:57,25371.5,25372.5,25371.5,25372,17,1,0.5,0.5,0,1,,,,
MNQ MAR26,1s,1,21,2026-02-12 09:19:59,25371.75,25372,25371.25,25371.25,7,0.75,0.5,0.25,0,-1,,,,
MNQ MAR26,1s,1,22,2026-02-12 09:20:00,25371.25,25371.5,25370,25370,16,1.5,1.25,0.25,0,-1,,,,
MNQ MAR26,10s,10,5399,2026-02-12 09:20:00,25371.25,25372.5,25370,25370,70,2.5,1.25,1.25,0,-1,2.3,-2.4,-4.13333333,4.1
MNQ MAR26,20s,20,5699,2026-02-12 09:20:00,25371.5,25372.5,25368,25370,243,4.5,1.5,1,2,-1,-117.05,-8.5,-0.96666667,-3.66
MNQ MAR26,1s,1,23,2026-02-12 09:20:01,25370,25371.5,25370,25371.5,22,1.5,1.5,0,0,1,,,,
MNQ MAR26,1s,1,24,2026-02-12 09:20:02,25371.25,25371.25,25370.75,25371.25,6,0.5,0,0,0.5,0,,,,
MNQ MAR26,1s,1,25,2026-02-12 09:20:03,25370.75,25370.75,25369.75,25370,16,1,0.75,0,0.25,-1,,,,
MNQ MAR26,1s,1,26,2026-02-12 09:20:04,25370.75,25370.75,25370.75,25370.75,4,0,0,0,0,0,,,,
MNQ MAR26,1s,1,27,2026-02-12 09:20:05,25370.5,25370.75,25370.5,25370.5,6,0.25,0,0.25,0,0,,,,
MNQ MAR26,1s,1,28,2026-02-12 09:20:06,25371.75,25372,25371.75,25372,3,0.25,0.25,0,0,1,,,,
