Instrument,Series,SeriesSeconds,BarIndex,Time,Open,High,Low,Close,Volume,Range,Body,UpperWick,LowerWick,Direction,VO,VO_Change,VO_Slope3,VO_Slope5
MNQ MAR26,1s,1,0,2026-03-10 09:19:55,24975.25,24975.25,24975.25,24975.25,3,0,0,0,0,0,,,,
MNQ MAR26,1s,1,1,2026-03-10 09:19:56,24975,24975.75,24975,24975.75,7,0.75,0.75,0,0,1,,,,
MNQ MAR26,1s,1,2,2026-03-10 09:19:57,24976.5,24977.25,24976.5,24977.25,13,0.75,0.75,0,0,1,,,,
MNQ MAR26,1s,1,3,2026-03-10 09:19:58,24978,24978.25,24977.75,24978.25,13,0.5,0.25,0,0.25,1,,,,
MNQ MAR26,1s,1,4,2026-03-10 09:19:59,24977,24977,24977,24977,3,0,0,0,0,0,,,,
MNQ MAR26,1s,1,5,2026-03-10 09:20:00,24977.25,24978.5,24977,24978,17,1.5,0.75,0.5,0.25,1,,,,
MNQ MAR26,10s,10,5399,2026-03-10 09:20:00,24974.5,24978.5,24974.5,24978,82,4,3.5,0.5,0,1,-45.25,-14.65,-3.86666667,-4.46
MNQ MAR26,20s,20,5699,2026-03-10 09:20:00,24976.75,24978.5,24973,24978,188,5.5,1.25,0.5,3.75,1,-58,-30.1,-23.98333333,-13.14
MNQ MAR26,1s,1,6,2026-03-10 09:20:01,24978.5,24978.75,24976.75,24977.25,67,2,1.25,0.25,0.5,-1,,,,
MNQ MAR26,1s,1,7,2026-03-10 09:20:02,24977.75,24979.5,24977.75,24979.5,7,1.75,1.75,0,0,1,,,,
MNQ MAR26,1s,1,8,2026-03-10 09:20:03,24978.75,24978.75,24978.75,24978.75,2,0,0,0,0,0,,,,
MNQ MAR26,1s,1,9,2026-03-10 09:20:04,24978,24978,24976.5,24976.75,22,1.5,1.25,0,0.25,-1,,,,
MNQ MAR26,1s,1,10,2026-03-10 09:20:05,24976.75,24977.25,24976.25,24977.25,25,1,0.5,0,0.5,1,,,,
MNQ MAR26,1s,1,11,2026-03-10 09:20:07,24977,24978,24977,24977.25,9,1,0.25,0.75,0,1,,,,
MNQ MAR26,1s,1,12,2026-03-10 09:20:08,24977.5,24978.5,24977.5,24978,25,1,0.5,0.5,0,1,,,,
MNQ MAR26,1s,1,13,2026-03-10 09:20:09,24977.75,24980.25,24977.25,24979,44,3,1.25,1.25,0.5,1,,,,
MNQ MAR26,10s,10,5400,2026-03-10 09:20:10,24978.5,24980.25,24976.25,24979,201,4,0.5,1.25,2.25,1,-38.05,7.2,-8,2.43
MNQ MAR26,1s,1,14,2026-03-10 09:20:11,24979.25,24979.5,24979,24979,7,0.5,0.25,0.25,0,-1,,,,
MNQ MAR26,1s,1,15,2026-03-10 09:20:12,24979.75,24981,24979.75,24980,25,1.25,0.25,1,0,1,,,,
MNQ MAR26,1s,1,16,2026-03-10 09:20:13,24980.25,24980.25,24980.25,24980.25,3,0,0,0,0,0,,,,
MNQ MAR26,1s,1,17,2026-03-10 09:20:14,24979.75,24979.75,24978.75,24978.75,20,1,1,0,0,-1,,,,
MNQ MAR26,1s,1,18,2026-03-10 09:20:15,24979.25,24980.25,24979.25,24980.25,4,1,1,0,0,1,,,,
MNQ MAR26,1s,1,19,2026-03-10 09:20:16,24980,24980,24978.5,24978.5,10,1.5,1.5,0,0,-1,,,,
MNQ MAR26,1s,1,20,2026-03-10 09:20:17,24978.75,24979,24978.75,24979,13,0.25,0.25,0,0,1,,,,
MNQ MAR26,1s,1,21,2026-03-10 09:20:18,24978.75,24979.25,24978.25,24978.75,14,1,0,0.5,0.5,0,,,,
MNQ MAR26,1s,1,22,2026-03-10 09:20:19,24978.75,24978.75,24978.5,24978.5,2,0.25,0.25,0,0,-1,,,,
MNQ MAR26,1s,1,23,2026-03-10 09:20:20,24978.25,24978.5,24977.75,24978.5,13,0.75,0.25,0,0.5,1,,,,
MNQ MAR26,10s,10,5401,2026-03-10 09:20:20,24979.25,24981,24977.75,24978.5,111,3.25,0.75,1.75,0.75,-1,-35.35,2.7,-1.58333333,-0.34
MNQ MAR26,20s,20,5700,2026-03-10 09:20:20,24978.5,24981,24976.25,24978.5,312,4.75,0,2.5,2.25,0,-71.4,-13.4,-29.05,-20.44
MNQ MAR26,1s,1,24,2026-03-10 09:20:21,24978.75,24978.75,24977.5,24977.75,11,1.25,1,0,0.25,-1,,,,
MNQ MAR26,1s,1,25,2026-03-10 09:20:22,24977.25,24977.25,24974.25,24974.5,31,3,2.75,0,0.25,-1,,,,
MNQ MAR26,1s,1,26,2026-03-10 09:20:23,24975.5,24975.75,24975.5,24975.75,4,0.25,0.25,0,0,1,,,,
MNQ MAR26,1s,1,27,2026-03-10 09:20:24,24976.25,24976.25,24976.25,24976.25,2,0,0,0,0,0,,,,
MNQ MAR26,1s,1,28,2026-03-10 09:20:25,24975.5,24976.5,24975.5,24976.5,20,1,1,0,0,1,,,,
MNQ MAR26,1s,1,29,2026-03-10 09:20:26,24976.75,24976.75,24976.75,24976.75,2,0,0,0,0,0,,,,
MNQ MAR26,1s,1,30,2026-03-10 09:20:27,24977.25,24978.25,24977.25,24978.25,6,1,1,0,0,1,,,,
MNQ MAR26,1s,1,31,2026-03-10 09:20:28,24979,24979.25,24979,24979.25,4,0.25,0.25,0,0,1,,,,
MNQ MAR26,1s,1,32,2026-03-10 09:20:29,24978.25,24978.25,24977.75,24978,8,0.5,0.25,0,0.25,-1,,,,
MNQ MAR26,1s,1,33,2026-03-10 09:20:30,24978.25,24978.25,24978.25,24978.25,1,0,0,0,0,0,,,,
MNQ MAR26,10s,10,5402,2026-03-10 09:20:30,24978.75,24979.25,24974.25,24978.25,89,5,0.5,0.5,4,-1,-43.65,-8.3,0.53333333,-5.92
MNQ MAR26,1s,1,34,2026-03-10 09:20:31,24978,24978,24977,24977.75,32,1,0.25,0,0.75,-1,,,,
MNQ MAR26,1s,1,35,2026-03-10 09:20:32,24977.5,24978.25,24977.5,24978,5,0.75,0.5,0.25,0,1,,,,
MNQ MAR26,1s,1,36,2026-03-10 09:20:33,24978,24978,24977.75,24978,5,0.25,0,0,0.25,0,,,,
MNQ MAR26,1s,1,37,2026-03-10 09:20:34,24978,24979,24977.75,24977.75,27,1.25,0.25,1,0,-1,,,,
MNQ MAR26,1s,1,38,2026-03-10 09:20:35,24977.75,24978.5,24977.75,24978.25,6,0.75,0.5,0.25,0,1,,,,
MNQ MAR26,1s,1,39,2026-03-10 09:20:36,24978,24981.5,24978,24981.25,41,3.5,3.25,0.25,0,1,,,,
MNQ MAR26,1s,1,40,2026-03-10 09:20:37,24981.25,24983,24981,24981.25,66,2,0,1.75,0.25,0,,,,
MNQ MAR26,1s,1,41,2026-03-10 09:20:38,24981.25,24982.25,24981.25,24982.25,12,1,1,0,0,1,,,,
MNQ MAR26,1s,1,42,2026-03-10 09:20:39,24982.25,24982.5,24981.25,24982.25,21,1.25,0,0.25,1,0,,,,
MNQ MAR26,1s,1,43,2026-03-10 09:20:40,24982,24982.5,24981.5,24982.25,19,1,0.25,0.25,0.5,1,,,,
MNQ MAR26,10s,10,5403,2026-03-10 09:20:40,24978,24983,24977,24982.25,234,6,4.25,0.75,1,1,-19.9,23.75,6.05,2.14
MNQ MAR26,20s,20,5701,2026-03-10 09:20:40,24978.75,24983,24974.25,24982.25,323,8.75,3.5,0.75,4.5,1,-69.3,2.1,-13.8,-16.65
MNQ MAR26,1s,1,44,2026-03-10 09:20:41,24982.25,24982.75,24982.25,24982.5,8,0.5,0.25,0.25,0,1,,,,
MNQ MAR26,1s,1,45,2026-03-10 09:20:42,24982.5,24982.75,24982.25,24982.25,12,0.5,0.25,0.25,0,-1,,,,
MNQ MAR26,1s,1,46,2026-03-10 09:20:43,24983,24985.75,24983,24985.5,78,2.75,2.5,0.25,0,1,,,,
MNQ MAR26,1s,1,47,2026-03-10 09:20:44,24985.5,24987,24985,24986,58,2,0.5,1,0.5,1,,,,
MNQ MAR26,1s,1,48,2026-03-10 09:20:45,24985.5,24986.75,24984.75,24985,81,2,0.5,1.25,0.25,-1,,,,
MNQ MAR26,1s,1,49,2026-03-10 09:20:46,24985,24985.25,24983.75,24984.75,31,1.5,0.25,0.25,1,-1,,,,
MNQ MAR26,1s,1,50,2026-03-10 09:20:47,24984.5,24984.5,24983,24983,33,1.5,1.5,0,0,-1,,,,
MNQ MAR26,1s,1,51,2026-03-10 09:20:48,24983,24983.5,24982.5,24983.5,8,1,0.5,0,0.5,1,,,,
MNQ MAR26,1s,1,52,2026-03-10 09:20:49,24983,24984,24982.5,24982.75,20,1.5,0.25,1,0.25,-1,,,,
MNQ MAR26,1s,1,53,2026-03-10 09:20:50,24982.75,24983,24982.5,24982.75,6,0.5,0,0.25,0.25,0,,,,
MNQ MAR26,10s,10,5404,2026-03-10 09:20:50,24982.25,24987,24982.25,24982.75,335,4.75,0.5,4.25,0,1,26.85,46.75,20.73333333,14.42
MNQ MAR26,1s,1,54,2026-03-10 09:20:51,24983.5,24984,24983.25,24983.25,12,0.75,0.25,0.5,0,-1,,,,
MNQ MAR26,1s,1,55,2026-03-10 09:20:52,24983.25,24983.25,24983,24983,5,0.25,0.25,0,0,-1,,,,
MNQ MAR26,1s,1,56,2026-03-10 09:20:53,24982.75,24984,24982.75,24983,16,1.25,0.25,1,0,1,,,,
MNQ MAR26,1s,1,57,2026-03-10 09:20:54,24983.25,24983.75,24982.75,24983.25,22,1,0,0.5,0.5,0,,,,
MNQ MAR26,1s,1,58,2026-03-10 09:20:55,24982.75,24982.75,24980.75,24981.25,65,2,1.5,0,0.5,-1,,,,
MNQ MAR26,1s,1,59,2026-03-10 09:20:56,24981,24981.25,24979.75,24981.25,34,1.5,0.25,0,1.25,1,,,,
MNQ MAR26,1s,1,60,2026-03-10 09:20:57,24981.25,24981.5,24981.25,24981.5,5,0.25,0.25,0,0,1,,,,
MNQ MAR26,1s,1,61,2026-03-10 09:20:58,24981.25,24982.25,24981.25,24982,9,1,0.75,0.25,0,1,,,,
MNQ MAR26,1s,1,62,2026-03-10 09:20:59,24982.5,24982.5,24981.75,24981.75,7,0.75,0.75,0,0,-1,,,,
MNQ MAR26,1s,1,63,2026-03-10 09:21:00,24981.5,24981.75,24981.5,24981.75,4,0.25,0.25,0,0,1,,,,
MNQ MAR26,10s,10,5405,2026-03-10 09:21:00,24983.5,24984,24979.75,24981.75,179,4.25,1.75,0.5,2,-1,18.75,-8.1,20.8,11.36
MNQ MAR26,20s,20,5702,2026-03-10 09:21:00,24982.25,24987,24979.75,24981.75,514,7.25,0.5,4.75,2,-1,-46.75,22.55,3.75,-12.5
MNQ MAR26,1s,1,64,2026-03-10 09:21:01,24982,24983,24982,24983,10,1,1,0,0,1,,,,
MNQ MAR26,1s,1,65,2026-03-10 09:21:02,24982.75,24983,24981,24981,12,2,1.75,0.25,0,-1,,,,
MNQ MAR26,1s,1,66,2026-03-10 09:21:03,24981.25,24982,24980.75,24982,20,1.25,0.75,0,0.5,1,,,,
MNQ MAR26,1s,1,67,2026-03-10 09:21:04,24982.25,24982.5,24982,24982,3,0.5,0.25,0.25,0,-1,,,,
MNQ MAR26,1s,1,68,2026-03-10 09:21:05,24982.25,24984.25,24982.25,24984.25,13,2,2,0,0,1,,,,
MNQ MAR26,1s,1,69,2026-03-10 09:21:06,24983.5,24983.75,24983,24983.5,16,0.75,0,0.25,0.5,0,,,,
MNQ MAR26,1s,1,70,2026-03-10 09:21:07,24983.5,24983.5,24982.75,24983,5,0.75,0.5,0,0.25,-1,,,,
MNQ MAR26,1s,1,71,2026-03-10 09:21:08,24981.75,24982,24981.75,24982,6,0.25,0.25,0,0,1,,,,
MNQ MAR26,1s,1,72,2026-03-10 09:21:10,24982.25,24984,24982.25,24984,10,1.75,1.75,0,0,1,,,,
MNQ MAR26,10s,10,5406,2026-03-10 09:21:10,24982,24984.25,24980.75,24984,95,3.5,2,0.25,1.25,1,20.7,1.95,13.53333333,11.21
MNQ MAR26,1s,1,73,2026-03-10 09:21:11,24983.25,24985,24982.75,24985,21,2.25,1.75,0,0.5,1,,,,
MNQ MAR26,1s,1,74,2026-03-10 09:21:12,24984.5,24985.25,24984.5,24985,10,0.75,0.5,0.25,0,1,,,,
MNQ MAR26,1s,1,75,2026-03-10 09:21:13,24984.75,24985,24984.75,24985,8,0.25,0.25,0,0,1,,,,
MNQ MAR26,1s,1,76,2026-03-10 09:21:14,24985.75,24988.5,24985.75,24987.5,91,2.75,1.75,1,0,1,,,,
MNQ MAR26,1s,1,77,2026-03-10 09:21:15,24987.75,24989.5,24987.75,24989.5,46,1.75,1.75,0,0,1,,,,
MNQ MAR26,1s,1,78,2026-03-10 09:21:16,24989.75,24990.25,24987.5,24987.5,41,2.75,2.25,0.5,0,-1,,,,
MNQ MAR26,1s,1,79,2026-03-10 09:21:17,24987.25,24987.75,24984.25,24985.75,53,3.5,1.5,0.5,1.5,-1,,,,
MNQ MAR26,1s,1,80,2026-03-10 09:21:18,24986,24986,24984.25,24984.25,21,1.75,1.75,0,0,-1,,,,
MNQ MAR26,1s,1,81,2026-03-10 09:21:19,24984,24984.5,24984,24984.5,7,0.5,0.5,0,0,1,,,,
MNQ MAR26,1s,1,82,2026-03-10 09:21:20,24984.25,24985.25,24983.75,24984.25,13,1.5,0,1,0.5,0,,,,
MNQ MAR26,10s,10,5407,2026-03-10 09:21:20,24983.25,24990.25,24982.75,24984.25,311,7.5,1,6,0.5,1,64.75,44.05,12.63333333,21.68
MNQ MAR26,20s,20,5703,2026-03-10 09:21:20,24982,24990.25,24980.75,24984.25,406,9.5,2.25,6,1.25,1,-16.75,30,18.21666667,2.23
MNQ MAR26,1s,1,83,2026-03-10 09:21:21,24984.75,24985.5,24984.75,24984.75,10,0.75,0,0.75,0,0,,,,
MNQ MAR26,1s,1,84,2026-03-10 09:21:22,24984.25,24984.25,24982.25,24984,22,2,0.25,0,1.75,-1,,,,
MNQ MAR26,1s,1,85,2026-03-10 09:21:23,24985,24985.25,24984.75,24985.25,6,0.5,0.25,0,0.25,1,,,,
MNQ MAR26,1s,1,86,2026-03-10 09:21:24,24984.75,24984.75,24984,24984,9,0.75,0.75,0,0,-1,,,,
MNQ MAR26,1s,1,87,2026-03-10 09:21:25,24984.5,24985,24984.5,24985,9,0.5,0.5,0,0,1,,,,
MNQ MAR26,1s,1,88,2026-03-10 09:21:26,24985.25,24985.25,24984.5,24984.5,4,0.75,0.75,0,0,-1,,,,
MNQ MAR26,1s,1,89,2026-03-10 09:21:27,24984.5,24984.5,24983.5,24984,14,1,0.5,0,0.5,-1,,,,
MNQ MAR26,1s,1,90,2026-03-10 09:21:28,24983.25,24983.25,24982.5,24983,22,0.75,0.25,0,0.5,-1,,,,
MNQ MAR26,1s,1,91,2026-03-10 09:21:29,24983.75,24983.75,24983,24983,2,0.75,0.75,0,0,-1,,,,
MNQ MAR26,10s,10,5408,2026-03-10 09:21:30,24984.75,24985.5,24982.25,24983,98,3.25,1.75,0.75,0.75,-1,43.65,-21.1,8.3,12.71
MNQ MAR26,1s,1,92,2026-03-10 09:21:31,24982.75,24983,24981.25,24982,35,1.75,0.75,0.25,0.75,-1,,,,
MNQ MAR26,1s,1,93,2026-03-10 09:21:32,24982.25,24984.5,24982.25,24984.25,22,2.25,2,0.25,0,1,,,,
MNQ MAR26,1s,1,94,2026-03-10 09:21:33,24984.25,24984.25,24984,24984,9,0.25,0.25,0,0,-1,,,,
MNQ MAR26,1s,1,95,2026-03-10 09:21:34,24983.75,24983.75,24982.25,24982.75,50,1.5,1,0,0.5,-1,,,,
MNQ MAR26,1s,1,96,2026-03-10 09:21:35,24984,24985.25,24984,24985.25,15,1.25,1.25,0,0,1,,,,
MNQ MAR26,1s,1,97,2026-03-10 09:21:36,24985.25,24985.5,24984.5,24984.75,10,1,0.5,0.25,0.25,-1,,,,
MNQ MAR26,1s,1,98,2026-03-10 09:21:37,24984.75,24985,24984.25,24984.25,13,0.75,0.5,0.25,0,-1,,,,
MNQ MAR26,1s,1,99,2026-03-10 09:21:38,24984.25,24984.25,24983.5,24983.5,15,0.75,0.75,0,0,-1,,,,
MNQ MAR26,1s,1,100,2026-03-10 09:21:39,24982.75,24983,24982.5,24982.75,8,0.5,0,0.25,0.25,0,,,,
MNQ MAR26,1s,1,101,2026-03-10 09:21:40,24982.25,24982.25,24981,24981.25,13,1.25,1,0,0.25,-1,,,,
MNQ MAR26,10s,10,5409,2026-03-10 09:21:40,24982.75,24985.5,24981,24981.25,190,4.5,1.5,2.75,0.25,-1,12.2,-31.45,-2.83333333,-2.93
MNQ MAR26,20s,20,5704,2026-03-10 09:21:40,24984.75,24985.5,24981,24981.25,288,4.5,3.5,0.75,0.25,-1,1.15,17.9,23.48333333,11.83
